event_tapology_id,event_tapology_url,event_name,event_date_raw,event_date,promotion_name,promotion_tapology_id,promotion_tapology_url
125685,https://www.tapology.com/fightcenter/events/125685-lfa-208,LFA 208: Mecate vs. Reyes,2025-May  9,2025-05-09,LFA,1815,https://www.tapology.com/fightcenter/promotions/1815-legacy-fighting-alliance-lfa
102757,https://www.tapology.com/fightcenter/events/102757-lfa-165-compton-vs-valente,LFA 165: Compton vs. Valente,2023-Aug 18,2023-08-18,LFA,1815,https://www.tapology.com/fightcenter/promotions/1815-legacy-fighting-alliance-lfa
100762,https://www.tapology.com/fightcenter/events/100762-lfa-160-sweeney-vs-begosso,LFA 160: Sweeney vs. Begosso,2023-Jun 16,2023-06-16,LFA,1815,https://www.tapology.com/fightcenter/promotions/1815-legacy-fighting-alliance-lfa
89501,https://www.tapology.com/fightcenter/events/89501-contender-series-2022-week-8,Contender Series 2022,2022-Sep 13,2022-09-13,DWCS,2026,https://www.tapology.com/fightcenter/promotions/2026-dana-whites-contender-series-dwcs
90204,https://www.tapology.com/fightcenter/events/90204-lfa-135-leyva-vs-reis,LFA 135: Leyva vs. Reis,2022-Jul  8,2022-07-08,LFA,1815,https://www.tapology.com/fightcenter/promotions/1815-legacy-fighting-alliance-lfa
84173,https://www.tapology.com/fightcenter/events/84173-lfa-119-silveira-vs-revel,LFA 119: Silveira vs. Revel,2021-Dec  3,2021-12-03,LFA,1815,https://www.tapology.com/fightcenter/promotions/1815-legacy-fighting-alliance-lfa
79064,https://www.tapology.com/fightcenter/events/79064-lfa-107-carvalho-vs-davlatmurodov,LFA 107: Kirk vs. Swain,2021-May 14,2021-05-14,LFA,1815,https://www.tapology.com/fightcenter/promotions/1815-legacy-fighting-alliance-lfa
72079,https://www.tapology.com/fightcenter/events/72079-lfa-90-lazishvili-vs-steele,LFA 90: Lazishvili vs. Steele,2020-Sep  4,2020-09-04,LFA,1815,https://www.tapology.com/fightcenter/promotions/1815-legacy-fighting-alliance-lfa
49728,https://www.tapology.com/fightcenter/events/49728-thunder-fight-13,Thunder Fight 13,2017-Dec 22,2017-12-22,TF,1190,https://www.tapology.com/fightcenter/promotions/1190-thunder-fight-tf
48044,https://www.tapology.com/fightcenter/events/48044-thunder-fight-12-evolution-edition,Thunder Fight 12,2017-Sep 29,2017-09-29,TF,1190,https://www.tapology.com/fightcenter/promotions/1190-thunder-fight-tf
39015,https://www.tapology.com/fightcenter/events/39015-aspera-fc-42,Aspera FC 42,2016-Aug  6,2016-08-06,AN1,940,https://www.tapology.com/fightcenter/promotions/940-aspera-fighting-championship-afc
37862,https://www.tapology.com/fightcenter/events/37862-mfc-12,MFC 12,2016-Mar 12,2016-03-12,MFC,1253,https://www.tapology.com/fightcenter/promotions/1253-master-fighters-championship-mfc
28145,https://www.tapology.com/fightcenter/events/28145-team-nogueira-mma-circuit-sao-paulo,Team Nogueira,2014-Sep 20,2014-09-20,CTN,560,https://www.tapology.com/fightcenter/promotions/560-circuito-team-nogueira-de-mma-ctn
98570,https://www.tapology.com/fightcenter/events/98570-cage-warriors-154-rome,Cage Warriors 154,2023-May  6,2023-05-06,CWFC,55,https://www.tapology.com/fightcenter/promotions/55-cage-warriors-fighting-championship-cwfc
92256,https://www.tapology.com/fightcenter/events/92256-cage-warriors-144,Cage Warriors 144,2022-Oct  7,2022-10-07,CWFC,55,https://www.tapology.com/fightcenter/promotions/55-cage-warriors-fighting-championship-cwfc
84830,https://www.tapology.com/fightcenter/events/84830-the-golden-cage-4,The Golden Cage 6,2021-Dec  4,2021-12-04,TGC,2336,https://www.tapology.com/fightcenter/promotions/2336-the-golden-cage-tgc
80056,https://www.tapology.com/fightcenter/events/80056-messapicum-fighting-championship-4,Messapicum Fighting Championship 4,2021-Jul 24,2021-07-24,MFC,2859,https://www.tapology.com/fightcenter/promotions/2859-cage-warrior-italy-cwi
72341,https://www.tapology.com/fightcenter/events/72341-bellator-milan,Bellator Euro Series 9,2020-Oct  3,2020-10-03,BFC,2,https://www.tapology.com/fightcenter/promotions/2-bellator-fighting-championships-bfc
56350,https://www.tapology.com/fightcenter/events/56350-ufc-fight-night-146,UFC on ESPN+ 3,2019-Feb 23,2019-02-23,UFC,1,https://www.tapology.com/fightcenter/promotions/1-ultimate-fighting-championship-ufc
53984,https://www.tapology.com/fightcenter/events/53984-ufc-fight-night-137,UFC Fight Night 137,2018-Sep 22,2018-09-22,UFC,1,https://www.tapology.com/fightcenter/promotions/1-ultimate-fighting-championship-ufc
51805,https://www.tapology.com/fightcenter/events/51805-ufc-fight-night,UFC Fight Night 130,2018-May 27,2018-05-27,UFC,1,https://www.tapology.com/fightcenter/promotions/1-ultimate-fighting-championship-ufc
50943,https://www.tapology.com/fightcenter/events/50943-cage-warriors-93,Cage Warriors 93,2018-Apr 28,2018-04-28,CWFC,55,https://www.tapology.com/fightcenter/promotions/55-cage-warriors-fighting-championship-cwfc
49247,https://www.tapology.com/fightcenter/events/49247-rxf-29-mma-allstars-4,RXF 29: MMA Allstars 4,2017-Dec 18,2017-12-18,RXF,1029,https://www.tapology.com/fightcenter/promotions/1029-romanian-xtreme-fighting-rxf
46920,https://www.tapology.com/fightcenter/events/46920-magnum-fc-2,Magnum FC 2,2017-Jul 22,2017-07-22,KL,1370,https://www.tapology.com/fightcenter/promotions/1370-kombat-league-kl
45785,https://www.tapology.com/fightcenter/events/45785-venator-fight-night-rimini-venator-fight-night-1,Venator Fight Night 1,2017-May 27,2017-05-27,VFC,1321,https://www.tapology.com/fightcenter/promotions/1321-venator-fighting-championship-vfc
44540,https://www.tapology.com/fightcenter/events/44540-magnum-fc-1,Magnum FC 1,2017-Mar 11,2017-03-11,KL,1370,https://www.tapology.com/fightcenter/promotions/1370-kombat-league-kl
41311,https://www.tapology.com/fightcenter/events/41311-x-fight-nights-at-praha,XFN 1,2016-Jun 12,2016-06-12,XFN,1883,https://www.tapology.com/fightcenter/promotions/1883-x-fight-nights-xfn
38907,https://www.tapology.com/fightcenter/events/38907-fight-or-nothing-road-to-bellator,Fight or Nothing,2016-Apr  2,2016-04-02,FCA,1686,https://www.tapology.com/fightcenter/promotions/1686-fight-club-arena-fca
32055,https://www.tapology.com/fightcenter/events/32055-real,Real 3,2015-Dec  5,2015-12-05,RFC,1137,https://www.tapology.com/fightcenter/promotions/1137-real-fight-championship-rfc
34397,https://www.tapology.com/fightcenter/events/34397-bikes-and-fights-night-2,Bikes and Fights Night 2,2015-Jul 25,2015-07-25,,,
33141,https://www.tapology.com/fightcenter/events/33141-storm-fc-9-pennese-vs-sircu,Storm FC 9: Pennese vs. Sircu,2015-Apr 17,2015-04-17,STORM,1369,https://www.tapology.com/fightcenter/promotions/1369-storm-mma-fighting-championship-storm
124787,https://www.tapology.com/fightcenter/events/124787-bkfc-74,BKFC 74: Richman vs. Dyer,2025-May 10,2025-05-10,BKFC,2682,https://www.tapology.com/fightcenter/promotions/2682-bare-knuckle-fighting-championship-bnfc
118017,https://www.tapology.com/fightcenter/events/118017-bkfc-67-camozzi-vs-depee,BKFC 67: Camozzi vs. Depee,2024-Oct 25,2024-10-25,BKFC,2682,https://www.tapology.com/fightcenter/promotions/2682-bare-knuckle-fighting-championship-bnfc
92073,https://www.tapology.com/fightcenter/events/92073-lfa-141-talundzic-vs-brown,LFA 141: Talundžić vs. Brown,2022-Sep  9,2022-09-09,LFA,1815,https://www.tapology.com/fightcenter/promotions/1815-legacy-fighting-alliance-lfa
91387,https://www.tapology.com/fightcenter/events/91387-the-ultimate-fighter-season-30,The Ultimate Fighter Season 30,2022-May 24,2022-05-24,TUF,1375,https://www.tapology.com/fightcenter/promotions/1375-the-ultimate-fighter-tuf
79398,https://www.tapology.com/fightcenter/events/79398-contender-series-2021,Contender Series 2021,2021-Oct 12,2021-10-12,DWCS,2026,https://www.tapology.com/fightcenter/promotions/2026-dana-whites-contender-series-dwcs
79065,https://www.tapology.com/fightcenter/events/79065-lfa-108-fremd-vs-rodrigues,LFA 108: Fremd vs. Rodrigues,2021-May 21,2021-05-21,LFA,1815,https://www.tapology.com/fightcenter/promotions/1815-legacy-fighting-alliance-lfa
73857,https://www.tapology.com/fightcenter/events/73857-rumble-in-the-bay-3,Rumble in the Bay 3,2020-Nov 21,2020-11-21,P6B,3428,https://www.tapology.com/fightcenter/promotions/3428-pier-6-boxing-p6b
57555,https://www.tapology.com/fightcenter/events/57555-xtreme-fight-night-356,Xtreme Fight Night 356,2019-Feb  1,2019-02-01,XFN,324,https://www.tapology.com/fightcenter/promotions/324-xtreme-fighting-league-oklahoma-xfl
55195,https://www.tapology.com/fightcenter/events/55195-invicta-fc-32-sorenson-vs-spencer,Invicta FC 32,2018-Nov 16,2018-11-16,IFC,128,https://www.tapology.com/fightcenter/promotions/128-invicta-fighting-championships-ifc
55755,https://www.tapology.com/fightcenter/events/55755-scl,SCL: Queen of Sparta,2018-Oct 13,2018-10-13,SCL,383,https://www.tapology.com/fightcenter/promotions/383-sparta-combat-league-scl
120887,https://www.tapology.com/fightcenter/events/120887-combat-zone-87,Combat Zone 87,2025-Feb  8,2025-02-08,CZ,47,https://www.tapology.com/fightcenter/promotions/47-combat-zone-cz
113842,https://www.tapology.com/fightcenter/events/113842-247-fc-brawl-in-the-burgh-23,247 FC: Brawl in the Burgh 23,2024-Sep 21,2024-09-21,247,2615,https://www.tapology.com/fightcenter/promotions/2615-247-fighting-championship
104377,https://www.tapology.com/fightcenter/events/104377-combat-zone-82,Combat Zone 82,2023-Nov 18,2023-11-18,CZ,47,https://www.tapology.com/fightcenter/promotions/47-combat-zone-cz
101535,https://www.tapology.com/fightcenter/events/101535-xfc-detroit-grand-prix,XFC: Detroit Grand Prix,2023-Jun  2,2023-06-02,XFC,8,https://www.tapology.com/fightcenter/promotions/8-xtreme-fighting-championships-xfc
89257,https://www.tapology.com/fightcenter/events/89257-lfa-134-gafurov-vs-sousa,LFA 134: Gafurov vs. Sousa,2022-Jun 10,2022-06-10,LFA,1815,https://www.tapology.com/fightcenter/promotions/1815-legacy-fighting-alliance-lfa
81548,https://www.tapology.com/fightcenter/events/81548-contender-series-2021-week-9,Contender Series 2021,2021-Oct 26,2021-10-26,DWCS,2026,https://www.tapology.com/fightcenter/promotions/2026-dana-whites-contender-series-dwcs
76386,https://www.tapology.com/fightcenter/events/76386-titan-fc-67,Titan FC 67,2021-Feb 12,2021-02-12,TFC,58,https://www.tapology.com/fightcenter/promotions/58-titan-fighting-championship-tfc
61095,https://www.tapology.com/fightcenter/events/61095-mma-live,MMA Live,2019-Jun 15,2019-06-15,BWP,2961,https://www.tapology.com/fightcenter/promotions/2961-burt-watson-promotions-bwp
56154,https://www.tapology.com/fightcenter/events/56154-combat-quest-2,Combat Quest 2,2018-Oct 27,2018-10-27,VPMMA,2567,https://www.tapology.com/fightcenter/promotions/2567-vigilant-promotions-vpmma
52998,https://www.tapology.com/fightcenter/events/52998-throwdown-at-the-fairgrounds,Memorial Day Melee,2018-May 26,2018-05-26,CP,1740,https://www.tapology.com/fightcenter/promotions/1740-conquest-promotions-cp
50502,https://www.tapology.com/fightcenter/events/50502-cffc-70,Shogun Fights,2018-Mar 17,2018-03-17,SF,154,https://www.tapology.com/fightcenter/promotions/154-shogun-fights-sf
35626,https://www.tapology.com/fightcenter/events/35626-major-league-fighting,Major League Fighting 5,2016-Jan 23,2016-01-23,MLF,1774,https://www.tapology.com/fightcenter/promotions/1774-major-league-fighting-mlf
31131,https://www.tapology.com/fightcenter/events/31131-fight-time-strike-gym,Fight Time: Strike Gym,2014-Sep 27,2014-09-27,FTP,110,https://www.tapology.com/fightcenter/promotions/110-fight-time-promotions-ftp
130635,https://www.tapology.com/fightcenter/events/130635-ufc-fight-night,UFC Fight Night,2025-Nov 22,2025-11-22,UFC,1,https://www.tapology.com/fightcenter/promotions/1-ultimate-fighting-championship-ufc
119136,https://www.tapology.com/fightcenter/events/119136-ufc-312,UFC 312: Du Plessis vs. Strickland 2,2025-Feb  8,2025-02-08,UFC,1,https://www.tapology.com/fightcenter/promotions/1-ultimate-fighting-championship-ufc
100355,https://www.tapology.com/fightcenter/events/100355-wow-9,WOW 9,2023-May 20,2023-05-20,WOW,3246,https://www.tapology.com/fightcenter/promotions/3246-way-of-warriors-fc-wow
87584,https://www.tapology.com/fightcenter/events/87584-war-mma,WAR 1,2022-Mar 12,2022-03-12,WAR,4296,https://www.tapology.com/fightcenter/promotions/4296-war-mma-war
84956,https://www.tapology.com/fightcenter/events/84956-hdh-110,HDH 110,2021-Dec  8,2021-12-08,HDH,1183,https://www.tapology.com/fightcenter/promotions/1183-hombres-de-honor-hdh
31820,https://www.tapology.com/fightcenter/events/31820-mix-fight-events,Mix Fight Events,2015-May 29,2015-05-29,MFE,1224,https://www.tapology.com/fightcenter/promotions/1224-mix-fight-events-mfe
102490,https://www.tapology.com/fightcenter/events/102490-one-fight-night-14-stamp-vs-hee,ONE Fight Night 14,2023-Sep 29,2023-09-29,ONE,61,https://www.tapology.com/fightcenter/promotions/61-one-fighting-championship-ofc
94525,https://www.tapology.com/fightcenter/events/94525-one-on-prime-video-8,ONE Fight Night 8,2023-Mar 24,2023-03-24,ONE,61,https://www.tapology.com/fightcenter/promotions/61-one-fighting-championship-ofc
85971,https://www.tapology.com/fightcenter/events/85971-one-championship,ONE Championship,2022-Mar 26,2022-03-26,ONE,61,https://www.tapology.com/fightcenter/promotions/61-one-fighting-championship-ofc
81072,https://www.tapology.com/fightcenter/events/81072-one-championship-10-year-anniversary,ONE Championship,2021-Sep  3,2021-09-03,ONE,61,https://www.tapology.com/fightcenter/promotions/61-one-fighting-championship-ofc
64266,https://www.tapology.com/fightcenter/events/64266-rizin-20,RIZIN 20,2019-Dec 31,2019-12-31,RFF,1561,https://www.tapology.com/fightcenter/promotions/1561-rizin-fighting-federation-rff
62861,https://www.tapology.com/fightcenter/events/62861-rizin-19-lightweight-grand-prix-1st-round,RIZIN 19,2019-Oct 12,2019-10-12,RFF,1561,https://www.tapology.com/fightcenter/promotions/1561-rizin-fighting-federation-rff
60816,https://www.tapology.com/fightcenter/events/60816-rizin-17,RIZIN 17,2019-Jul 28,2019-07-28,RFF,1561,https://www.tapology.com/fightcenter/promotions/1561-rizin-fighting-federation-rff
56494,https://www.tapology.com/fightcenter/events/56494-road-fc-51-xx,Road FC 51 XX,2018-Dec 15,2018-12-15,RFC,308,https://www.tapology.com/fightcenter/promotions/308-road-fighting-championship-rfc
43415,https://www.tapology.com/fightcenter/events/43415-road-fc-45,Road FC 45,2017-Dec 23,2017-12-23,RFC,308,https://www.tapology.com/fightcenter/promotions/308-road-fighting-championship-rfc
43409,https://www.tapology.com/fightcenter/events/43409-road-fc-39,Road FC 39,2017-Jun 10,2017-06-10,RFC,308,https://www.tapology.com/fightcenter/promotions/308-road-fighting-championship-rfc
41369,https://www.tapology.com/fightcenter/events/41369-ufc-fight-night,UFC Fight Night 101,2016-Nov 26,2016-11-26,UFC,1,https://www.tapology.com/fightcenter/promotions/1-ultimate-fighting-championship-ufc
36756,https://www.tapology.com/fightcenter/events/36756-ufc-fight-night,UFC Fight Night 85,2016-Mar 19,2016-03-19,UFC,1,https://www.tapology.com/fightcenter/promotions/1-ultimate-fighting-championship-ufc
32865,https://www.tapology.com/fightcenter/events/32865-ufc-fight-night-83,UFC Fight Night 79,2015-Nov 28,2015-11-28,UFC,1,https://www.tapology.com/fightcenter/promotions/1-ultimate-fighting-championship-ufc
26091,https://www.tapology.com/fightcenter/events/26091-the-ultimate-fighter-20-finale,The Ultimate Fighter 20 Finale,2014-Dec 12,2014-12-12,UFC,1,https://www.tapology.com/fightcenter/promotions/1-ultimate-fighting-championship-ufc
26477,https://www.tapology.com/fightcenter/events/26477-deep-jewels-6,DEEP JEWELS 6,2014-Nov  3,2014-11-03,DJ,1128,https://www.tapology.com/fightcenter/promotions/1128-deep-jewels-dj
25934,https://www.tapology.com/fightcenter/events/25934-road-fc-18,Road FC 18,2014-Aug 30,2014-08-30,RFC,308,https://www.tapology.com/fightcenter/promotions/308-road-fighting-championship-rfc
23267,https://www.tapology.com/fightcenter/events/23267-road-fc-korea-3-korea-vs-brazil,Road FC Korea 3,2014-Apr  6,2014-04-06,RFC,308,https://www.tapology.com/fightcenter/promotions/308-road-fighting-championship-rfc
20504,https://www.tapology.com/fightcenter/events/20504-deep-2nd-jewels-lightweight-title-gp-1st-round,DEEP JEWELS 2,2013-Nov  3,2013-11-03,DJ,1128,https://www.tapology.com/fightcenter/promotions/1128-deep-jewels-dj
18435,https://www.tapology.com/fightcenter/events/18435-jewels-24th-ring,JEWELS: 24th Ring,2013-May 25,2013-05-25,JEWELS,189,https://www.tapology.com/fightcenter/promotions/189-jewels-womens-fighting-entertainment
40944,https://www.tapology.com/fightcenter/events/40944-shoot-boxing-girls-s-cup-2012,Shoot Boxing,2012-Aug 25,2012-08-25,SB,1949,https://www.tapology.com/fightcenter/promotions/1949-shoot-boxing-sb
11927,https://www.tapology.com/fightcenter/events/11927-jewels-17th-ring,Jewels: 17th Ring,2011-Dec 17,2011-12-17,JEWELS,189,https://www.tapology.com/fightcenter/promotions/189-jewels-womens-fighting-entertainment
40948,https://www.tapology.com/fightcenter/events/40948-shoot-boxing-girls-s-cup-2011,Shoot Boxing,2011-Aug 19,2011-08-19,SB,1949,https://www.tapology.com/fightcenter/promotions/1949-shoot-boxing-sb
10722,https://www.tapology.com/fightcenter/events/10722-jewels-15th-ring,Jewels: 15th Ring,2011-Jul  9,2011-07-09,JEWELS,189,https://www.tapology.com/fightcenter/promotions/189-jewels-womens-fighting-entertainment
8912,https://www.tapology.com/fightcenter/events/8912-deep-52-impact,Deep 52 Impact,2011-Feb 24,2011-02-24,DEEP,111,https://www.tapology.com/fightcenter/promotions/111-deep-international-deep
10759,https://www.tapology.com/fightcenter/events/10759-jewels-11th-ring,Jewels: 11th Ring,2010-Dec 17,2010-12-17,JEWELS,189,https://www.tapology.com/fightcenter/promotions/189-jewels-womens-fighting-entertainment
8153,https://www.tapology.com/fightcenter/events/8153-jewels-9th-ring,Jewels: 9th Ring,2010-Jul 31,2010-07-31,JEWELS,189,https://www.tapology.com/fightcenter/promotions/189-jewels-womens-fighting-entertainment
1615,https://www.tapology.com/fightcenter/events/1615-jewels-7th-ring,Jewels: 7th Ring,2010-Mar 19,2010-03-19,JEWELS,189,https://www.tapology.com/fightcenter/promotions/189-jewels-womens-fighting-entertainment
8155,https://www.tapology.com/fightcenter/events/8155-jewels-5th-ring,Jewels: 5th Ring,2009-Sep 13,2009-09-13,JEWELS,189,https://www.tapology.com/fightcenter/promotions/189-jewels-womens-fighting-entertainment
1618,https://www.tapology.com/fightcenter/events/1618-smackgirl-world-remix-2008-round-2,Smackgirl: World ReMix 2008 (Round 2),2008-Apr 25,2008-04-25,SG,252,https://www.tapology.com/fightcenter/promotions/252-smackgirl
1619,https://www.tapology.com/fightcenter/events/1619-smackgirl-world-remix-2008-opening-round,Smackgirl: World ReMix 2008 (Round 1),2008-Feb 14,2008-02-14,SG,252,https://www.tapology.com/fightcenter/promotions/252-smackgirl
7148,https://www.tapology.com/fightcenter/events/7148-smackgirl-2007-7-year-anniversary,Smackgirl 2007,2007-Dec 26,2007-12-26,SG,252,https://www.tapology.com/fightcenter/promotions/252-smackgirl
4833,https://www.tapology.com/fightcenter/events/4833-x-impact-world-cup,X - Impact World Cup,2007-Oct 20,2007-10-20,,,
1621,https://www.tapology.com/fightcenter/events/1621-smackgirl-2007-the-hottest-summer-of-the-queens,Smackgirl 2007,2007-Sep  6,2007-09-06,SG,252,https://www.tapology.com/fightcenter/promotions/252-smackgirl
1809,https://www.tapology.com/fightcenter/events/1809-deep-28-impact,Deep 28 Impact,2007-Feb 16,2007-02-16,DEEP,111,https://www.tapology.com/fightcenter/promotions/111-deep-international-deep
132921,https://www.tapology.com/fightcenter/events/132921-ufc-fight-night,UFC Fight Night,2025-Dec 13,2025-12-13,UFC,1,https://www.tapology.com/fightcenter/promotions/1-ultimate-fighting-championship-ufc
124622,https://www.tapology.com/fightcenter/events/124622-ufc-fight-night,UFC Fight Night,2025-May 17,2025-05-17,UFC,1,https://www.tapology.com/fightcenter/promotions/1-ultimate-fighting-championship-ufc
120490,https://www.tapology.com/fightcenter/events/120490-ufc-fight-night,UFC Fight Night,2025-Mar 29,2025-03-29,UFC,1,https://www.tapology.com/fightcenter/promotions/1-ultimate-fighting-championship-ufc
120012,https://www.tapology.com/fightcenter/events/120012-ufc-fight-night,UFC Fight Night,2025-Feb 22,2025-02-22,UFC,1,https://www.tapology.com/fightcenter/promotions/1-ultimate-fighting-championship-ufc
111669,https://www.tapology.com/fightcenter/events/111669-ufc-fight-night,UFC Fight Night,2024-Jun 15,2024-06-15,UFC,1,https://www.tapology.com/fightcenter/promotions/1-ultimate-fighting-championship-ufc
105194,https://www.tapology.com/fightcenter/events/105194-ufc-fight-night,UFC Fight Night,2023-Dec  9,2023-12-09,UFC,1,https://www.tapology.com/fightcenter/promotions/1-ultimate-fighting-championship-ufc
100553,https://www.tapology.com/fightcenter/events/100553-ufc-fight-night,UFC Fight Night,2023-Jul 15,2023-07-15,UFC,1,https://www.tapology.com/fightcenter/promotions/1-ultimate-fighting-championship-ufc
92055,https://www.tapology.com/fightcenter/events/92055-ufc-283,UFC 283: Teixeira vs. Hill,2023-Jan 21,2023-01-21,UFC,1,https://www.tapology.com/fightcenter/promotions/1-ultimate-fighting-championship-ufc
94687,https://www.tapology.com/fightcenter/events/94687-lfa-147-melo-vs-costa,LFA 147: Melo vs. Costa,2022-Nov 18,2022-11-18,LFA,1815,https://www.tapology.com/fightcenter/promotions/1815-legacy-fighting-alliance-lfa
93006,https://www.tapology.com/fightcenter/events/93006-presas-combat-1,Presas Combat 1,2022-Aug 20,2022-08-20,,,
88790,https://www.tapology.com/fightcenter/events/88790-lfa-132-lidio-vs-gomes,LFA 132: Gomes vs. Costa,2022-May 13,2022-05-13,LFA,1815,https://www.tapology.com/fightcenter/promotions/1815-legacy-fighting-alliance-lfa
88429,https://www.tapology.com/fightcenter/events/88429-predador-fc-42,Predador FC 42,2022-Mar 19,2022-03-19,PFC,375,https://www.tapology.com/fightcenter/promotions/375-predador-fight-championship-pfc
81694,https://www.tapology.com/fightcenter/events/81694-future-mma-13,Future MMA 13,2021-Sep 24,2021-09-24,FFC,2597,https://www.tapology.com/fightcenter/promotions/2597-future-fighting-championships-ffc
66608,https://www.tapology.com/fightcenter/events/66608-sft-21,SFT 21: Faria vs. Carrasco,2020-Feb 29,2020-02-29,SFT,704,https://www.tapology.com/fightcenter/promotions/704-standout-fighting-tournament-sft
61593,https://www.tapology.com/fightcenter/events/61593-prainha-fight-6,Prainha Fight 6,2019-Jun 28,2019-06-28,,,
60906,https://www.tapology.com/fightcenter/events/60906-animal-fight-mma-2019,Animal Fight MMA 2019,2019-May 18,2019-05-18,,,
56933,https://www.tapology.com/fightcenter/events/56933-thunder-fight-18,Thunder Fight 18,2018-Dec 21,2018-12-21,TF,1190,https://www.tapology.com/fightcenter/promotions/1190-thunder-fight-tf
54620,https://www.tapology.com/fightcenter/events/54620-demolidor-fight-13,Demolidor Fight 13,2018-Aug 18,2018-08-18,DFMMA,1955,https://www.tapology.com/fightcenter/promotions/1955-demolidor-fight-dfmma
49425,https://www.tapology.com/fightcenter/events/49425-mr-cage-32,Mr. Cage 32,2017-Dec 30,2017-12-30,MC,366,https://www.tapology.com/fightcenter/promotions/366-mr-cage-mma-championship-mc
47195,https://www.tapology.com/fightcenter/events/47195-porto-fight-10,Porto Fight 10,2017-Jul 28,2017-07-28,,,
44648,https://www.tapology.com/fightcenter/events/44648-titans-fc-1,Titans FC 1,2017-Mar 10,2017-03-10,TFC,1939,https://www.tapology.com/fightcenter/promotions/1939-titans-fighters-champions-tfc
48328,https://www.tapology.com/fightcenter/events/48328-ifc-1,IFC 1,2016-Dec 17,2016-12-17,,,
42675,https://www.tapology.com/fightcenter/events/42675-maraj-open-fight-2,Marajó Open Fight 2,2016-Nov 10,2016-11-10,,,
38720,https://www.tapology.com/fightcenter/events/38720-sfc-3,SFC 3,2016-Mar 11,2016-03-11,SFC,2778,https://www.tapology.com/fightcenter/promotions/2778-strike-fighting-championship-sfc
37972,https://www.tapology.com/fightcenter/events/37972-revelation-fc-3,Revelation FC 3,2016-Jan 29,2016-01-29,RFC,1571,https://www.tapology.com/fightcenter/promotions/1571-revelation-fighting-championship-rfc
32543,https://www.tapology.com/fightcenter/events/32543-porto-fight-6,Porto Fight 6,2015-May  9,2015-05-09,,,
129311,https://www.tapology.com/fightcenter/events/129311-ufc-320,UFC 320: Ankalaev vs. Pereira 2,2025-Oct  4,2025-10-04,UFC,1,https://www.tapology.com/fightcenter/promotions/1-ultimate-fighting-championship-ufc
126813,https://www.tapology.com/fightcenter/events/126813-afc-12,AFC 12: The Great Commission,2025-Aug 30,2025-08-30,AFC,2826,https://www.tapology.com/fightcenter/promotions/2826-alabama-fighting-championship-afc
116679,https://www.tapology.com/fightcenter/events/116679-nfc-168,NFC 168,2024-Sep 20,2024-09-20,NFC,163,https://www.tapology.com/fightcenter/promotions/163-wild-bills-fight-night-wbfn
115368,https://www.tapology.com/fightcenter/events/115368-birmingham-beatdown-2,Birmingham Beatdown 2,2024-Jun 29,2024-06-29,NFC,163,https://www.tapology.com/fightcenter/promotions/163-wild-bills-fight-night-wbfn
110430,https://www.tapology.com/fightcenter/events/110430-all-in-combat-5,All In Combat 5,2024-Mar 29,2024-03-29,AIC,4714,https://www.tapology.com/fightcenter/promotions/4714-all-in-combat-aic
102124,https://www.tapology.com/fightcenter/events/102124-cffc-121-perez-vs-vasil,CFFC 121: Perez vs. Vasil,2023-Jul 14,2023-07-14,CFFC,57,https://www.tapology.com/fightcenter/promotions/57-cage-fury-fighting-championships-cffc
98296,https://www.tapology.com/fightcenter/events/98296-aries-fight-series-16,Aries Fight Series 16,2023-Apr 22,2023-04-22,AFS,4113,https://www.tapology.com/fightcenter/promotions/4113-aries-fight-series-afs
91417,https://www.tapology.com/fightcenter/events/91417-b2-fighting-series-173-alabama,B2 Fighting Series 173,2022-Aug 19,2022-08-19,B2FS,3852,https://www.tapology.com/fightcenter/promotions/3852-b2-fighting-series-b2fs
87131,https://www.tapology.com/fightcenter/events/87131-b2-fighting-series-160-duluth-georgia,B2 Fighting Series 160,2022-May  7,2022-05-07,B2FS,3852,https://www.tapology.com/fightcenter/promotions/3852-b2-fighting-series-b2fs
77569,https://www.tapology.com/fightcenter/events/77569-lfa-101-the-undefeated,LFA 101: The Undefeated,2021-Mar 12,2021-03-12,LFA,1815,https://www.tapology.com/fightcenter/promotions/1815-legacy-fighting-alliance-lfa
75103,https://www.tapology.com/fightcenter/events/75103-shp-58,SHP 58,2021-Jan 23,2021-01-23,SHP,456,https://www.tapology.com/fightcenter/promotions/456-strike-hard-productions-shp
71090,https://www.tapology.com/fightcenter/events/71090-shp-55,SHP 55,2020-Aug 29,2020-08-29,SHP,456,https://www.tapology.com/fightcenter/promotions/456-strike-hard-productions-shp
64577,https://www.tapology.com/fightcenter/events/64577-shp-54,SHP 54,2020-Jan 11,2020-01-11,SHP,456,https://www.tapology.com/fightcenter/promotions/456-strike-hard-productions-shp
59223,https://www.tapology.com/fightcenter/events/59223-shp-52,SHP 52,2019-Jun 22,2019-06-22,SHP,456,https://www.tapology.com/fightcenter/promotions/456-strike-hard-productions-shp
135060,https://www.tapology.com/fightcenter/events/135060-factory-fight-night-kaunas,Factory Fight Night Kaunas,2025-Oct 25,2025-10-25,,,
128464,https://www.tapology.com/fightcenter/events/128464-contender-series-2025-week-7,Contender Series 2025,2025-Sep 23,2025-09-23,DWCS,2026,https://www.tapology.com/fightcenter/promotions/2026-dana-whites-contender-series-dwcs
