id,tapology_promotion_id,tapology_slug,name,baseline_strength,sport_type
0959b97d-dbb4-54b0-9841-d6ce9e6172d4,91,91-hard-knocks-fighting-hkf,Hard Knocks Fighting Championship,0.37080,mma
7d5d5062-c330-5200-94ac-141211aedc81,1437,1437-armenian-fighting-championship-afc,Armenian Fighting Championship,0.37070,mma
2e8db20b-34a1-547b-9ab2-eed3d8707a65,3724,3724-african-knockout-ako,African Knockout,0.37060,mma
dde81510-e48f-59bd-ba5b-b7ce19061190,982,982-meca-world-value-tudo-mwvt,Meca World Vale Tudo,0.37050,mma
cd279298-be31-50ce-9c1e-e8bbaaaa27c8,2958,2958-arena-global-mma-ag,Arena Global MMA,0.37040,mma
0a3c41d1-da7a-51b1-a81f-481e606c4356,249,249-freestyle-cage-fighting-fcf,Freestyle Cage Fighting,0.37010,mma
9a2bf174-7db9-5242-999a-b392485833b5,4912,4912-korea-boxing-association-kba,Korea Boxing Association,0.37000,boxing
bdd7465c-836b-5800-b07f-708ee1464d6a,5770,5770-breakthrough-combat-btc,Breakthrough Combat,0.37000,grappling
7725fb69-1f60-5df8-be1d-cedc2aa89442,4443,4443-hype-fighting-championship-hfc,Hype Fighting Championship,0.37000,grappling
f45f9f3a-815f-53ef-b098-e99d5da7fbd2,4678,4678-israel-world-combat-championship-iwcc,Israel World Combat Championship,0.37000,grappling
60b8b705-b44a-5abc-9e37-dec14c8a3f15,4087,4087-mat-monster-grappling-series-mmgs,Mat Monster Grappling Series,0.37000,grappling
5d257519-d85d-5437-ac14-1396cc8f4812,3977,3977-strike-k1-kickboxing-sk1,Strike K1 Kickboxing,0.37000,grappling
e8772052-e935-5153-b8b0-0b6701a3d09d,4599,4599-submission-only-series-sos,Submission Only Series,0.37000,grappling
f32b5412-4367-5847-884d-cda710eff7f2,4268,4268-wisconsin-fighting-championship-wfc,Wisconsin Fighting Championship,0.37000,grappling
36983f20-fa16-5386-a900-6c8348311cfa,3978,3978-attack-fight-muay-thai-afmt,Attack Fight Muay Thai,0.37000,muay
4921b413-e19b-50e9-aeb1-2e77660cc492,1149,1149-altay-republic-mma-league-armmal,Altay Republic MMA League,0.36990,mma
53767fee-f275-5822-8fc1-c8643b222cf4,147,147-10th-legion-championship-fighting-tlcf,10th Legion Championship Fighting,0.36980,mma
0a5a039e-6bff-5750-97fe-3900b5809313,610,610-battlegrounds-mma-bg,BattleGrounds MMA,0.36970,mma
e814815d-b407-5a3d-9bfc-0db646aedcf6,4374,4374-armmada-mma-armmada,ARMMADA MMA,0.36960,mma
923f1da2-53e3-51d1-8988-e15a8255e043,960,960-absolute-fighting-championship-afc,Absolute Fighting Championship,0.36090,mma
de812d61-d0e3-506f-850b-cc144dfca7d0,3929,3929-efc-germany-efcg,EFC Arena Germany,0.36080,mma
eb704558-1fe3-5c80-b935-6a3936dde565,30,30-american-fighting-organization-afo,American Fighting Organization,0.36070,mma
0f107c6e-e484-55eb-81e2-b5ca0c863bb9,2109,2109-amazon-champions-fight-acf,Amazon Champions Fight,0.36060,mma
13bfa2fa-8c36-543c-94a5-02a7116ff77c,2666,2666-bang-fighting-championship-bfc,Bang Fighting Championship,0.36050,mma
25f3d287-273f-500b-9ffb-b67334128b59,3076,3076-blacksmith-fighting-championship-bfc,Blacksmith Fighting Championship,0.36045,mma
3c4dab0b-2d90-5225-982b-4220076688fe,39,39-art-of-fighting-aof,Art of Fighting,0.36040,mma
06c6d724-d31c-5b99-8644-59ce597dccc2,4629,4629-gleat-gleat,GLEAT,0.36030,mma
e95006b1-be33-58bb-99f3-849e41de7fc5,464,464-atlas-fights-af,Atlas Fights Championship,0.36020,mma
a1c50baa-6ff8-5969-8b0d-db2a8e8d37ce,1920,1920-art-of-war-cage-fighting-aowcf,Art of War Cage Fighting,0.36010,mma
faad215f-0ec2-51d5-b646-32d68323418c,518,518-canadian-fighting-championship-cfc,Canadian Fighting Championship,0.36010,mma
49a5ea1c-e4c1-5eeb-8353-c86108aa7b4f,3060,3060-hosking-promotions-hp,Hosking Promotions,0.36000,boxing
6c4b5e81-102d-5885-a117-2fa5b20cd18e,2960,2960-dean-toole-promotions-dtp,Dean Toole Promotions,0.36000,grappling
1dc85930-7b5f-5070-96b3-5adf1a0e993d,3000,3000-global-fightingsport-game-gfg,Global Fightingsport Game,0.36000,grappling
bcecf69d-dce2-53af-9da4-6f67492db6cd,4205,4205-men-of-war-grappling-mowg,Men of War Grappling,0.36000,grappling
2e0c8510-4448-5319-8a02-1da737701454,3909,3909-shotgun-entertainment-fighting-championships-sefc,Shotgun Entertainment Fighting Championships,0.36000,grappling
ca57fc46-ca15-5d1e-8009-53736379f012,4831,4831-crash-combat-championship-ccc,Crash Combat Championship,0.36000,knuckle_mma
48295c96-0dba-5912-adda-f778f8d30b04,1294,1294-ascendancy-fighting-championship-afc,Ascendancy Fighting Championship,0.36000,mma
7cd9687b-95d1-5f06-b4e5-e517391bf935,1451,1451-mixed-striking-championship-msc,Mixed Striking Championship,0.36000,muay
42325021-b325-5538-8409-fd39c3f1cbb5,1813,1813-ammo-fight-league-afl,Ammo Fight League,0.35990,mma
d277987e-dc23-5ae2-8943-f12928236aba,1341,1341-pure-fighting-championships-pfc,Pure Fighting Championships,0.35990,mma
7d4e1939-abab-59db-8580-4dc1b9176d36,891,891-aggrelin-ag,Aggrelin,0.35980,mma
d20e27e4-5b61-5893-b3ed-741b5b9a23a3,168,168-pinnacle-combat-mma-pc,Pinnacle Combat MMA,0.35980,mma
dff000b8-233f-5e84-aa40-1bd59bb2fd48,3852,3852-b2-fighting-series-b2fs,B2 Fighting Series,0.35970,mma
1cac04e8-4e0d-58f1-8d55-e5f3bb0d2d3e,3018,3018-russian-fighting-championship-rfc,Russian Fighting Championship,0.35970,mma
08458c4a-3535-5f40-98df-8360a67e07c9,3784,3784-le-trophee-des-etoiles-ltde,Le Trophee des Etoiles,0.35965,mma
ef95628f-5a2d-5587-bad2-539e708853fa,950,950-ansgar-fighting-league-afl,Ansgar Fighting League,0.35960,mma
83a02bcd-d05f-5c65-8dc6-8882e6c48c93,1632,1632-number-one-fight-show-nr1,Number ONE Fight Show,0.35960,mma
b5983d13-a023-5b89-997e-a17a0d3b8330,1564,1564-nemesis-fighting-alliance-nfa,Nemesis Fighting Alliance,0.35950,mma
da4b0aaf-3ac0-5ef7-ad0a-64b2aa456869,4015,4015-uzbekistan-mma-association-uzbmmaa,Uzbekistan MMA Association,0.35950,mma
1110fbf3-b188-5412-bbff-8e24c6ed4d35,422,422-iron-fight-combat-ifc,Iron Fight Combat,0.35940,mma
cd118cfa-c7be-5ef3-8c94-f40417145e23,2430,2430-moscow-pankration-federation-mpf,Moscow Pankration Federation,0.35940,mma
0da38b62-6c28-5e1e-a21a-67c89ebfbf6d,2316,2316-bcm-promotions-bcm,BCM Promotions,0.35930,mma
73ca7760-3650-5a37-8ed1-4412a8b4c145,1998,1998-world-fighting-league-wfl,World Fighting League,0.35930,mma
5bcd5b56-7dec-5485-afed-4b68bea33ce1,1592,1592-batalha-mma-bmma,Batalha MMA,0.35920,mma
63e0eda3-38cb-5ec5-93c1-4ba8a664ce0a,1206,1206-valor-fights-vf,Valor Fights,0.35920,mma
606ba2f8-7c0d-59c4-bce4-a706f0c7e185,2759,2759-nova-fighting-championship-nfc,Nova Fighting Championship,0.35910,mma
900ec315-9501-5dec-8dc4-ec3da4bf46de,284,284-premier-fight-series-pfs,Premier Fight Series,0.35910,mma
314c0549-ec01-55d7-aa73-719b70d06c08,4023,4023-north-west-fighting-alliance-nwfa,North West Fighting Alliance,0.35900,mma
4d0444e6-6acf-5f12-94f4-5a0555f9fe83,587,587-premium-fight-championship-pfc,Premium Fight Championship,0.35900,mma
b6247b50-a307-5b9a-94bd-8d60ff472bc1,2004,2004-olympus-fighting-championships-ofc,Olympus Fighting Championships,0.35890,mma
8b147017-89b8-587b-aeea-29f0beae5039,2660,2660-top-fight-russia-tfr,Top Fight Russia,0.35890,mma
e499cec1-52cc-5036-ae6d-00041181f357,1853,1853-oro-fighting-championship-ofc,Oro Fighting Championship,0.35880,mma
e193575d-1abf-53dc-8cf4-79fe0b0e9354,338,338-respect-fighting-championship-rfc,Respect Fighting Championship,0.35880,mma
79d6d0d7-4063-5c37-96c9-e21ee137a582,763,763-shinobi-mma-fighting-championships-smfc,Shinobi MMA Fighting Championships,0.35870,mma
5bee89df-fe31-5a87-986e-cd7517843a00,508,508-south-dakota-total-combat-sdtc,South Dakota Total Combat,0.35870,mma
e9407b15-cc5c-552f-bd55-71dab22fd504,1794,1794-redemption-fighters-peru-rdf,Redemption Fighters,0.35860,mma
f9ce79ad-55f7-5b8f-820b-b518eb8fe4bb,1854,1854-united-caucasian-fight-championship-ucfc,United Caucasian Fight Championship,0.35860,mma
3fae0a06-3c0d-5a20-b765-0dd3236096e2,1426,1426-warrior-cage-fighting-wcf,Warrior Championship Fighting,0.35850,mma
e4c98ff7-bf69-5455-8b47-859842e571b2,642,642-world-fighting-league-wfl,World Fighting League,0.35850,mma
fe8d6c8b-3d4b-5468-86ff-2e2f376a3978,497,497-stellar-fights-sf,Stellar Fights,0.35840,mma
e0bcbdb5-f66a-5760-a5e0-2ce263f3994c,1001,1001-world-warriors-fighting-championships-wwfc,World Warriors Fighting Championships,0.35840,mma
8a59a645-d204-5c96-9301-dd65480b0207,2852,2852-north-iowa-fights-nif,North Iowa Fights,0.35830,mma
ee71e1fb-8b1a-5c9b-807a-a79d4b7a2709,681,681-xtreme-fighting-championship-louisiana-xfc,Xtreme Fighting Championship,0.35830,mma
07e12d3a-6d51-5dfe-ab7d-468ac898e9d5,2596,2596-new-line-cagefighting-nlc,New Line Cagefighting,0.35820,mma
523185c2-9f68-58bc-8ca5-988c98fff0dd,571,571-rumble-time-promotions-rtp,Rumble Time Promotions,0.35820,mma
da0cb69e-9724-57af-826d-2c1ae6ad2f1e,894,894-rocky-mountain-mma-rmmma,Rocky Mountain MMA,0.35810,mma
c9e22c06-ae1d-530e-bf92-956f4ee0d840,146,146-too-much-talent-mma-tmt,Too Much Talent MMA,0.35810,mma
e3216ec6-1d04-5e14-9b92-e92dd64a383f,203,203-rock-out-knock-out-roko,Rock Out Knock Out,0.35800,mma
dbfd06c6-3a21-54d4-9907-2b50f546146c,725,725-supremacy-fight-challenge-sfc,Supremacy Fight Challenge,0.35800,mma
83015287-4652-5561-a7c6-54f426d942c9,1367,1367-shoot-fighting-championship-sfc,Shoot Fighting Championship,0.35790,mma
48ffd50d-93da-58fc-a04e-04f952a8a644,904,904-unia-sportw-walki-m-usw,Unia Sportów Walki - M,0.35780,mma
314e4471-89ee-5698-a213-c089d9d8f42d,49,49-warrior-one-mma-w-1,Warrior One MMA,0.35770,mma
bda77e19-70c4-51d7-8e78-c51ebf457173,598,598-x-fest-mma-xf,X-Fest MMA,0.35760,mma
2e13009d-4bcf-5ce0-9f42-42630d3f99f7,172,172-xtreme-combat-promotions-xcp,Xtreme Combat Promotions,0.35750,mma
9cc89960-f92e-53e0-8b26-4ddb8a42af29,326,326-superior-challenge-sc,Superior Challenge,0.35740,mma
becab568-5599-52a5-8f25-20cad865545f,761,761-prime-time-mma-ptmma,Primetime MMA,0.35730,mma
d32b8788-f6d9-52af-a6f8-2727ba891d2b,282,282-pro-fight-mma-pf,Pro Fight MMA,0.35720,mma
5f312ea2-1435-5a29-84c0-be1e2197470c,3301,3301-bund-deutscher-berufsboxer-bdb,Bund Deutscher Berufsboxer,0.35300,boxing
540c58e1-3314-5f51-b128-fbc31fbeebbe,2476,2476-three-lions-promotions-3lp,Three Lions Promotions,0.35200,boxing
673fcf10-5514-5fbf-9cce-3eaeee436ec1,2768,2768-united-fight-night-ufn,United Fight Night,0.35200,kickboxing
e831687e-4621-55a1-b1f3-7b5e40334d4d,5457,5457-mbc-international-mbci,MBC International,0.35100,boxing
b3ac64a0-e9be-5c0a-ac01-be38f5f53274,3466,3466-swiss-las-vegas-slv,Swiss Las Vegas,0.35100,kickboxing
657d03dc-b4a3-53a9-b08b-57605e2b5591,2427,2427-cwb-fight-league-cwb,CWB Fight League,0.35080,mma
2e931558-31d7-589a-802d-7b14eba2e9cb,2615,2615-247-fighting-championship,247 Fighting Championships,0.35070,mma
f7c47d86-f795-5c7f-90fc-5f8d27051814,4701,4701-absolute-combat-league-acl,Absolute Combat League,0.35060,mma
338d3812-67f0-5516-bdc7-7b64feb037f9,4819,4819-lion-championship-lc,Lion Championship,0.35055,mma
eefe8076-c868-59ba-a89b-d8d833bcf981,2826,2826-alabama-fighting-championship-afc,Alabama Fighting Championship,0.35050,mma
9b06affe-c0b1-54a2-b0db-84fb72214b14,4113,4113-aries-fight-series-afs,Aries Fight Series,0.35045,mma
ddc84100-b5a6-5057-9907-bace6ac3f8e9,4256,4256-fairtex-fight-promotion-ffp,Fairtex Fight Promotion,0.35040,mma
297f2efc-b388-5441-8a9a-18950cd85fc5,803,803-k-1-germany-topalevents-kgt,K-1 Germany Topalevents,0.35035,mma
b8039101-21af-516a-b794-9e2d327ba297,1089,1089-age-of-cage-aoc,Age of Cage,0.35030,mma
6581e2cf-1228-5c58-9dd9-d4eff09574bc,1049,1049-british-challenge-mma-bcmma,Cage Warriors Academy South East,0.35030,mma
21e64f69-195d-53a7-8aef-22b873cb82e9,1239,1239-amazon-talent-at,Amazon Talent,0.35025,mma
ebd37f01-5d68-580d-85ad-8f27c534f5b2,3738,3738-azteca-fight-league-afl,Azteca Fight League,0.35020,mma
7739248d-6796-57c8-b933-772db7c113e2,1549,1549-battle-of-botnia-bob,Battle of Botnia,0.35020,mma
8d99b573-b1eb-5a47-bec9-79a88714c795,1139,1139-combate-extremo-ce,Combate Extremo,0.35015,mma
e1ae2bc6-2b8a-5039-a3ad-2852c5493dfa,2300,2300-864-fighting-championship-864,864 Fighting Championship,0.35010,mma
4eb58138-0d9e-5176-8cbb-2f2bb868c289,2136,2136-baikal-fc-bfc,Baikal Fighting Championship,0.35010,mma
3164245e-9233-59d3-bc70-81443af0e156,3332,3332-fight-of-knights-fok,Fight of Knights,0.35005,mma
b3bece5c-1028-5c05-bd25-a0e760fcba73,4575,4575-grapple-gate-invitational-ggi,Grapple Gate Invitational,0.35000,grappling
f0838aee-f292-5f6a-bb45-03b192269057,1713,1713-pride-fighting-show-pfs,PRIDE Fighting Show,0.35000,grappling
e3b0a6f8-7cd3-5a2a-9683-29d7d51c2be4,3590,3590-submissions-on-the-shore-sots,Submissions on the Shore,0.35000,grappling
b96982a0-f9d8-5c0b-bd4f-85e124cba8b8,230,230-asylum-fight-league-afl,Asylum Fight League,0.34995,mma
fed909c7-f4af-51e1-930a-a5892bf8c5d3,1441,1441-adrenalin-fight-nights-afn,Adrenalin Fight Nights,0.34990,mma
201ba119-823c-59f2-bc91-fdf8f68a47b6,2265,2265-falco-fighting-championship-ffc,Falco Fighting Championship,0.34990,mma
41e82f55-4701-5094-8d60-526a4ff2fbf0,3278,3278-dubai-fight-df,Dubai Fight,0.34985,mma
92e9902f-b6b7-5d03-8ac2-992457a125ce,1954,1954-bh-sparta-bhs,BH Sparta,0.34980,mma
962249e8-cfb8-54fa-b80b-f35bdd17fd0c,2150,2150-american-kombat-alliance-aka,American Kombat Alliance,0.34975,mma
866ad80a-e2b9-512d-ac52-73814d2b24bc,1243,1243-arena-fire-fight-aff,Arena Fire Fight,0.34970,mma
ef244df8-5db7-5fab-8f13-90fd6dc42671,2549,2549-born-to-fight-btf,Born To Fight,0.34965,mma
489033b8-26ae-59a9-8660-6cc46f431c68,2345,2345-almogavers-barcelona-ab,Almogavers Barcelona,0.34960,mma
80f1fc04-76f3-5a79-8ebb-65e1ada22c80,3609,3609-czech-union-of-professional-boxers-cupb,Czech Union of Professional Boxers,0.34400,boxing
0905b399-217a-593b-acc2-8df91533d5ca,3371,3371-uppercut-promotions-up,Uppercut Boxing Promotions,0.34300,boxing
a4af23c0-ec6d-54a4-8d4e-dd49aa47364f,2817,2817-tasmanian-fighting-championships-tfc,Tasmanian Fighting Championships,0.34300,kickboxing
4322a91e-b92c-5f63-b59c-4ef0695322bd,2680,2680-gerrypens-promotions-gp,Gerrypens Promotions,0.34200,boxing
fe1b7684-47b0-5604-9e84-3904efc6c4ff,4090,4090-spartans-k1-rules-sk1,Spartans K1 Rules,0.34200,kickboxing
d91f3096-299e-5d4c-8ece-d281b5a4d5e8,3329,3329-tapia-promotions-tp,Tapia Promotions,0.34100,boxing
7a97aade-9031-54d3-88b8-05f1807788d6,3968,3968-breaking-down-bd,Breaking Down,0.34100,kickboxing
74d3b2df-9bfd-59fe-8860-430439d2988b,2063,2063-ultimate-combat-challenge-ucc,Ultimate Combat Challenge,0.34095,mma
c16d81f9-e6af-5921-84d7-8dc213448e16,749,749-triple-x-cagefighting-txc,Triple X Cagefighting,0.34090,mma
0bf223d2-3bf0-56c6-9708-298947c075e3,829,829-thunderstrike-fight-league-tsfl,Thunderstrike Fight League,0.34085,mma
92f286ee-6018-5b74-8e8a-4fbc1989393c,456,456-strike-hard-productions-shp,Strike Hard Productions,0.34080,mma
38af4823-bcc1-5cf3-ad05-a5e2ca67de0f,378,378-superior-combative-championships-scc,Superior Combative Championships,0.34075,mma
31c1956c-0153-55d6-95fe-13b534c69072,3522,3522-adrenalin-fighting-championship-afc,Adrenalin Fighting Championship,0.34070,mma
e32dca91-8ed0-5c20-bf48-e03e95598deb,827,827-soul-fighting-championships-sfc,Soul Fighting Championships,0.34070,mma
45461c11-915c-5b74-a0f9-cd0d4e6001de,1898,1898-sibforce-promotion-spmma,Sibforce Promotion,0.34065,mma
16c1e819-b1f1-5dba-81e7-c71ef6c59ab9,289,289-absolute-action-mma-aamma,Absolute Action MMA,0.34060,mma
a6ebf82e-e265-5a51-8546-505d3e567d0a,858,858-shooto-kings-sk,Shooto Kings,0.34060,mma
53f0fcac-b3b7-517e-9cbe-16667cd1729b,2336,2336-the-golden-cage-tgc,The Golden Cage,0.34060,mma
6aa69a28-9bc0-5557-b93f-9bf30ed0d9cf,3096,3096-san-francisco-combat-sfc,San Francisco Combat,0.34055,mma
7b3d76e7-b06e-5a38-afab-d31f248f9e7f,590,590-amazon-fight-af,Amazon Fight,0.34050,mma
a7fc86fe-72d7-5e07-b933-42d3f9467291,1369,1369-storm-mma-fighting-championship-storm,STORM FC,0.34050,mma
a17d9043-6939-5165-b72b-99fed699920d,1315,1315-amazon-fighting-championship-afc,Amazon Fighting Championship,0.34045,mma
df251cf7-a5a3-5162-ba43-d7faec1a6447,1029,1029-romanian-xtreme-fighting-rxf,Real Xtreme Fighting,0.34045,mma
240fd25e-ac84-5165-975b-bcb00a5be824,1365,1365-apocalypse-pitbull-fight-championship-apfc,Apocalypse Pitbull Championship,0.34040,mma
46d12609-c112-5d4b-89d5-830ad3675fbb,738,738-profesjonalna-liga-mma-plmma,Profesjonalna Liga MMA,0.34040,mma
723e58ab-3e55-540a-8b21-bda9ecc25bb5,1841,1841-big-way-fight-bwf,Big Way Fight,0.34035,mma
e5717676-b6a5-57d7-ae7b-67dd62ad1896,3001,3001-krossxover-ko,KROSSxOVER,0.34035,mma
efd09f11-a280-5c93-80c1-51ef5ec4a8f1,4685,4685-rise-fighting-championship-rfc,Rise Fighting Championship,0.34032,mma
34de7026-72a9-53c8-8b1d-f11c1eb54dee,306,306-bitetti-combat-bc,Bitetti Combat,0.34030,mma
9ec974b0-47d2-582c-91e4-544e08f32733,4554,4554-open-fight-chile-ofc,Open Fight LATAM,0.34030,mma
b6ed7896-10c3-50b5-af74-c35ff6eb63bd,609,609-united-combat-league-ucl,United Combat League,0.34030,mma
06efa6f1-adbb-5595-89f1-ecfeabf61583,2022,2022-caribbean-fighting-championship-cfc,Caribbean Fighting Championship,0.34025,mma
d6940a4c-9a62-5557-90fb-ecbcd5931f75,315,315-new-breed-fighters-mma-fight-league-nbf,New Breed Fighters MMA Fight League,0.34025,mma
79377774-d371-5d0f-97d2-c9d7cca592a9,577,577-valhalla-cagefighting-vcf,Valhalla Cage Fighting,0.34025,mma
ced1487a-72ec-584f-8e6b-c006117d9994,2366,2366-rise-fighting-championship-rfc,Rise Fighting Championship,0.34022,mma
9f547b57-fc9f-500c-849d-825e417893ac,635,635-world-full-contact-association-wfca,World Full Contact Association,0.34021,mma
f64d1d47-2de5-50d7-90f7-d2c2ca8756a5,563,563-glory-fighting-championships-gfc,Glory Fighting Championships,0.34020,mma
f1505741-357c-5ebd-b77e-7ea469365956,1505,1505-np-fight-npf,NP Fight,0.34020,mma
c899f501-840b-5530-a41e-47e810fcbeeb,442,442-vengeance-fighting-alliance-vfa,Vengeance Fighting Alliance,0.34020,mma
06c45a1f-77cd-5786-8a67-bd4c64ab46e6,953,953-fighten-decagon-mma-championship-fcmma,Fighten Decagon MMA Championship,0.34015,mma
53776a34-6716-5161-b73a-10e7b2a435b6,2885,2885-ohio-combat-league-ocl,Ohio Combat League,0.34015,mma
67e86014-babe-5f55-a547-ddf54505544b,1022,1022-warrior-xtreme-cagefighting-wxc,Warrior Xtreme Cagefighting,0.34015,mma
448833a0-ed91-541d-83ce-c245a4e52351,4246,4246-rise-fighting-championship-rfc,Rise Fighting Championship,0.34012,mma
35a215af-e4da-5159-95f4-68921efdaeef,350,350-3fc-3fc,3FC,0.34010,mma
3f614419-9476-5db4-830b-1b105ff43c58,2133,2133-alliance-fighting-championships-afc,Alliance Fighting Championships,0.34010,mma
eeccf129-fc01-5607-bf0d-a376a2b0e1b4,3326,3326-chin-woo-men-mma-professional-league-cwm,Chin Woo Men MMA Professional League,0.34010,mma
f5a673df-d848-5522-a0b4-b1d8e2045b4c,1048,1048-grand-european-fighting-championship-gefc,Grand European Fighting Championship,0.34010,mma
d931598b-d065-5825-b589-8892151667e6,997,997-university-of-champions-uoc,University of Champions,0.34010,mma
47ae4280-97b4-51ee-b0a5-b06a8a837b1e,281,281-xtreme-cage-wars-fighting-championship-xcwfc,Xtreme Cage Wars Fighting Championship,0.34010,mma
968dc30e-b3ae-533c-8837-552008845135,1801,1801-kazakhstan-mixed-martial-arts-federation-kzmmaf,Kazakhstan Mixed Martial Arts Federation,0.34005,mma
f1df6f3f-4716-5c4f-9160-84b0cdd8e29d,4355,4355-kung-fu-world-cup-kfwc,Kung Fu World Cup,0.34005,mma
216c581b-a8fc-56c7-84f2-3f6b3326d3f0,48,48-ringside-mma-rs,Ringside MMA,0.34005,mma
e39fc27b-daf3-5392-9479-b75114c232ce,1070,1070-win-combat-championship-wcc,Win Combat Championship,0.34005,mma
bd2bcee3-64cf-5cc5-a5a2-45e8afabee70,1883,1883-x-fight-nights-xfn,X Fight Nights,0.34005,mma
e2ca1629-70c5-542b-85a6-395ddf4918e8,4027,4027-martial-combat-league-mcl,Martial Combat League,0.34000,combat_jj
cffbbb28-54dc-5f23-8bec-e09cacae5d09,1992,1992-seiza-gbes,Seiza,0.34000,custom
e532d6fa-ea17-50fb-b93a-2b566702b45e,4509,4509-ironman-grappling-championships-igc,Ironman Grappling Championships,0.34000,grappling
e8f56dcc-61c6-5c6c-8866-fedd3395fa1f,5760,5760-limitless-fighting-championship-lfc,Limitless Fighting Championship,0.34000,grappling
f11295cf-80c5-5070-87d9-a8a7052d574b,4175,4175-regional-combat-sports-promotions-rcs,RCS Promotions,0.34000,grappling
b72fe5af-3c15-54a9-a25d-b7461df5eebb,3907,3907-sc-in-combat-scic,SC In Combat,0.34000,grappling
fc1b00cf-d598-5d96-ae52-11c321bd4348,3530,3530-strike-do-vale-fight-svf,Strike Tomeya Fight,0.34000,grappling
5cc2adef-f179-51b5-a355-563ed49cc25e,4148,4148-top-level-pro-grappling-series-tlpgs,Top Level Pro Grappling Series,0.34000,grappling
f3f767e4-8bb5-5149-8e19-518dc53925bf,4581,4581-wild-fight-promotions-wfp,Wild Fight Promotions,0.34000,grappling
dd7d8bb5-965e-5d3b-8dda-93be509171e7,955,955-sportfight-scotland-sfs,Sportfight Scotland,0.34000,muay
a4a6cfde-03ee-56a0-b78e-0d035369de87,3630,3630-wrestling-underground-wug,Wrestling Underground,0.34000,wrestling
882c26fb-b4e4-5b18-8bfd-3a562637a7fe,5677,5677-american-fight-promotions-afp,American Fight Promotions,0.33995,mma
b9a3d290-0fc2-5fcc-ab37-171e7c989ecf,545,545-ligue-darts-martiaux-mixtes-du-qubec-lammq,Ligue d'Arts Martiaux Mixtes du Québec,0.33995,mma
ea8d42f3-3460-5b8b-b1f7-a122f724a290,670,670-ultimate-blue-corner-battles-ubcb,Ultimate Blue Corner Battles,0.33995,mma
f93f980c-82a5-5e3a-b291-64c09c3eaba7,2581,2581-arena-combate-ac,Arena Combate,0.33990,mma
a0aa6bd8-a06c-5630-b28b-9dbff966479f,2382,2382-mtk-mma-mtk,MTK MMA,0.33990,mma
4712a003-e7c7-5681-933e-f71a4953217a,1672,1672-triumph-fighting-championship-tfc,Triumph Fighting Championship,0.33990,mma
c66c82e4-bf4e-559a-9308-f09ee64ea51c,4714,4714-all-in-combat-aic,All in Combat,0.33985,mma
5b8c8317-1bc7-5269-84c4-ef826044a007,728,728-total-fight-challenge-tfc,Total Fight Challenge,0.33985,mma
559c0824-8b8f-5bf1-905b-003ae77de1c5,312,312-botnia-punishment-bp,Botnia Punishment,0.33980,mma
637f9a93-2bc0-57b6-a6c9-4f886fb3cc48,226,226-tear-up-mma-championship-tu,Tear Up MMA Championship,0.33980,mma
080f56fa-2822-5884-acaf-24ac16de113c,4220,4220-combat-challenge-cca,Combat Challenge,0.33975,mma
cb3e3123-b275-54f9-aba2-98dd1b5d8738,534,534-substance-cage-combat-scc,Substance Cage Combat,0.33975,mma
e45d1d62-b6f0-5e14-ad93-112cac20b8ad,59,59-global-fight-league-gfl,Global Fight League,0.33970,mma
fc2b52a7-26b0-5d33-a3ec-5d389f9ab4b4,1767,1767-spartacus-fighting-championship-sfc,Spartacus Fighting Championship,0.33970,mma
7eee3600-4252-5d38-afed-f56862b1b32b,2369,2369-snow-leopard-fc-slfc,Snow Leopard Fighting Championship,0.33965,mma
1b83e26d-7ada-5bdb-b086-6dcbcd38ebd1,650,650-extreme-brawl-uk-eb,Extreme Brawl UK,0.33960,mma
4d88e92c-eb5f-55d7-9c64-d99491e3c161,3033,3033-gorets-fc-gfc,Gorets FC,0.33960,mma
e1d544fc-c8e4-5224-be18-8978ed004ee8,101,101-shock-n-awe-sna,Shock n' Awe,0.33960,mma
f15a69fc-6179-5a1c-905a-73d2bafc30b1,1585,1585-the-warriors-cage-twc,The Warriors Cage,0.33960,mma
cd7e924e-87f2-5367-8e5f-8f2c61353d45,89,89-hard-rock-fights-hrf,HRMMA,0.33955,mma
571c9ba1-840f-51de-96f1-2b5a8b2d8a0b,1132,1132-impi-fighting-championships-impi,IMPI World Series,0.33955,mma
b6f5f6ae-809f-5d80-bdde-f06d09d4520d,3540,3540-kyrgyzstan-mma-federation-kmmaf,Kyrgyzstan MMA Federation,0.33955,mma
9049e1c6-cc74-50c7-98d3-93d2424c8826,614,614-sherman-cage-rage-scr,Sherman Cage Rage,0.33955,mma
9fe0770d-dd3b-5c33-8ab2-949b3571c40c,2314,2314-megdan-fighting-mf,Megdan Fighting,0.33950,mma
3c6651fd-e590-5357-8934-6003f7cd11ec,260,260-north-star-combat-nsc,North Star Combat,0.33950,mma
274f14c2-7692-51fe-a260-f53d37181758,542,542-rocky-mountain-bad-boyz-rmbb,Rocky Mountain Bad Boyz,0.33950,mma
33959b52-2cf6-5c02-a2e0-160def9f017b,2386,2386-heroine-fc-hfc,Heroine FC,0.33945,mma
43a24977-15f5-58cd-9e0e-32174d70f2d1,1373,1373-reign-fighting-championships-rfc,Reign Fighting Championships,0.33945,mma
b33b78ad-c752-56b0-828d-08703da39f23,4215,4215-mma-sport-federation-usa-mmasf,MMA Sport Federation USA,0.33940,mma
