uuid,event_id,name,date,location,num_fights,url
65654d0d-9d52-5578-825a-56ffefa4b970,6420efac0578988b,UFC 1: The Beginning,1993-11-12,"Denver, Colorado, USA",8,http://www.ufcstats.com/event-details/6420efac0578988b
57df6f30-4d75-52b7-a378-4cb23ea7e5a3,a6a9ab5a824e8f66,UFC 2: No Way Out,1994-03-11,"Denver, Colorado, USA",15,http://www.ufcstats.com/event-details/a6a9ab5a824e8f66
8c96e395-381b-5f4d-b00d-b86794c2093d,1a49e0670dfaca31,UFC 3: The American Dream,1994-09-09,"Charlotte, North Carolina, USA",6,http://www.ufcstats.com/event-details/1a49e0670dfaca31
823c0e2c-2c0d-58d3-9d7a-18f51aef101e,b60391da771deefe,UFC 4: Revenge of the Warriors,1994-12-16,"Tulsa, Oklahoma, USA",10,http://www.ufcstats.com/event-details/b60391da771deefe
ba60c2f0-4ef7-5099-aa68-3c04c3e088a1,dedc3bb440d09554,UFC 5: The Return of the Beast,1995-04-07,"Charlotte, North Carolina, USA",10,http://www.ufcstats.com/event-details/dedc3bb440d09554
2950e569-69f6-5ca4-bbd6-3556980a9186,1c3f5e85b59ec710,UFC 6: Clash of the Titans,1995-07-14,"Casper, Wyoming, USA",10,http://www.ufcstats.com/event-details/1c3f5e85b59ec710
48c19924-7095-56cb-84d3-b7e6dc6cbc25,5af480a3b2e1726b,UFC 7: The Brawl in Buffalo,1995-09-08,"Buffalo, New York, USA",11,http://www.ufcstats.com/event-details/5af480a3b2e1726b
31eba124-f56b-5ad2-a23c-40c125641270,31bbd46d57dfbcb7,UFC - Ultimate Ultimate '95,1995-12-16,"Denver, Colorado, USA",9,http://www.ufcstats.com/event-details/31bbd46d57dfbcb7
c1af5dc7-3cb8-5b0d-9568-07f2aa636041,b63e800c18e011b5,UFC 8: David vs Goliath,1996-02-16,"San Juan, Puerto Rico",9,http://www.ufcstats.com/event-details/b63e800c18e011b5
80daa15b-664a-5858-b274-2ec2e80d2093,a390eb8a9b2df298,UFC 9: Motor City Madness,1996-05-17,"Detroit, Michigan, USA",7,http://www.ufcstats.com/event-details/a390eb8a9b2df298
6931576e-a443-59ba-a54c-63594daa9bab,aee8eecfc4bfb1e7,UFC 10: The Tournament,1996-07-12,"Birmingham, Alabama, USA",9,http://www.ufcstats.com/event-details/aee8eecfc4bfb1e7
76ac2a15-0b33-50b4-9165-6dfa58927ceb,6ceff86fae4f6b3b,UFC 11: The Proving Ground,1996-09-20,"Augusta, Georgia, USA",8,http://www.ufcstats.com/event-details/6ceff86fae4f6b3b
2060cb17-718c-5eda-a26d-7d764c5f9e36,9b5b5a75523728f3,UFC - Ultimate Ultimate '96,1996-12-07,"Birmingham, Alabama, USA",10,http://www.ufcstats.com/event-details/9b5b5a75523728f3
7550e9f4-4b02-58c0-a49b-187f48bb016a,96eff1a628adcc7f,UFC 12: Judgement Day,1997-02-07,"Dothan, Alabama, USA",9,http://www.ufcstats.com/event-details/96eff1a628adcc7f
b00ef456-b677-50d7-b631-1095f234f144,5bd533d50c8e7b8a,UFC 13: The Ultimate Force,1997-05-30,"Augusta, Georgia, USA",9,http://www.ufcstats.com/event-details/5bd533d50c8e7b8a
b4833674-d54a-5b88-854d-6af8d1c52cac,a6fd2173d5e2d7f0,Brazil Open '97,1997-06-15,Brazil,2,http://www.ufcstats.com/event-details/a6fd2173d5e2d7f0
38cd444a-d630-549a-a0b9-2fc8b57dd4fb,dc950d59dc590aca,UFC 14: Showdown,1997-07-27,"Birmingham, Alabama, USA",9,http://www.ufcstats.com/event-details/dc950d59dc590aca
9224770b-9839-5c5b-aba4-c2f2cff75fe3,e09dbbd5fe3f0fe2,PRIDE 1,1997-10-11,"Tokyo, Japan",6,http://www.ufcstats.com/event-details/e09dbbd5fe3f0fe2
e4330857-a7f9-5eca-a39f-833a1f219491,07a18ae55dfc3cd9,UFC 15: Collision Course,1997-10-17,"Bay St. Louis, Mississippi, USA",7,http://www.ufcstats.com/event-details/07a18ae55dfc3cd9
e3ba07b7-58b2-5e81-85eb-09c8d6088e4d,29f935654825331b,UFC - Ultimate Japan,1997-12-21,"Yokohama, Kanagawa, Japan",7,http://www.ufcstats.com/event-details/29f935654825331b
75e3b2ea-8fad-5f95-a419-b1016b5c60f8,d5ed14b2153c6ed2,PRIDE 2,1998-03-05,"Yokohama, Kanagawa, Japan",6,http://www.ufcstats.com/event-details/d5ed14b2153c6ed2
e271fd3d-1db1-5360-b44e-c9fc29051252,749685d24e2cac50,UFC 16: Battle in the Bayou,1998-03-13,"New Orleans, Louisiana, USA",8,http://www.ufcstats.com/event-details/749685d24e2cac50
1a6c97d7-bafd-5e9e-bc8a-f64d7a3010c8,4a01dc8376736ef5,UFC 17: Redemption,1998-05-15,"Mobile, Alabama, USA",9,http://www.ufcstats.com/event-details/4a01dc8376736ef5
0e109e4e-97ec-5776-be92-483c8b8a9327,d62bb4d84a7267ba,PRIDE 3,1998-06-24,"Tokyo, Japan",6,http://www.ufcstats.com/event-details/d62bb4d84a7267ba
0d51a8fa-77ba-51d2-940a-1a96fa24c279,621a6c59f88a44fe,PRIDE 4,1998-10-11,"Tokyo, Japan",8,http://www.ufcstats.com/event-details/621a6c59f88a44fe
2c890fea-c4d4-5cb6-b871-4d2a3a365b7d,32a3025d5db456ae,UFC - Ultimate Brazil,1998-10-16,"Sao Paulo, Brazil",8,http://www.ufcstats.com/event-details/32a3025d5db456ae
ad90085f-8921-5650-9917-4a7206230dd1,6a2f7c151031653d,Vale Tudo Japan 1998,1998-10-25,"Urayasu, Chiba, Japan",1,http://www.ufcstats.com/event-details/6a2f7c151031653d
728d668e-6d60-525d-a9cd-320f89005712,c9bbf1a0285a8076,UFC 18: The Road to the Heavyweight Title,1999-01-08,"New Orleans, Louisiana, USA",7,http://www.ufcstats.com/event-details/c9bbf1a0285a8076
28329411-5ebe-5e05-9b50-dce5e37db51a,a220be6d41d6f97d,UFC 19: Ultimate Young Guns,1999-03-05,"Bay St. Louis, Mississippi, USA",7,http://www.ufcstats.com/event-details/a220be6d41d6f97d
f2a7d167-8beb-59ee-9229-182efa929f80,863d06a7ef8bc98c,PRIDE 5,1999-04-29,"Nagoya, Aichi, Japan",6,http://www.ufcstats.com/event-details/863d06a7ef8bc98c
a6597e28-2252-5853-b5c0-15ef7918d5cd,a7b48e18ca27795d,UFC 20: Battle for the Gold,1999-05-07,"Birmingham, Alabama, USA",7,http://www.ufcstats.com/event-details/a7b48e18ca27795d
803938d8-7094-52f8-ba99-df4b1fac4735,fb1538b46877a695,BRI 3,1999-06-01,"Littleton, Colorado, USA",1,http://www.ufcstats.com/event-details/fb1538b46877a695
059dd7d6-32f4-538d-9a81-39b9a0ffe64a,b7d524c77c27389b,PRIDE 6,1999-07-04,"Yokohama, Kanagawa, Japan",7,http://www.ufcstats.com/event-details/b7d524c77c27389b
e506ede9-abc4-58b7-af70-adad88ed1cca,1a1a4d7a29041d77,UFC 21: Return of the Champions,1999-07-16,"Cedar Rapids, Iowa, USA",8,http://www.ufcstats.com/event-details/1a1a4d7a29041d77
e6f20166-f752-552f-bb23-46e0547e65dd,04643fd03d9159cc,PRIDE 7,1999-09-12,"Yokohama, Kanagawa, Japan",6,http://www.ufcstats.com/event-details/04643fd03d9159cc
d8227107-369c-5553-b4e7-2e2648f5954f,afaad7d6a581e307,UFC 22: Only One Can be Champion,1999-09-24,"Lake Charles, Louisiana, USA",8,http://www.ufcstats.com/event-details/afaad7d6a581e307
1b4f1d16-e38b-512d-a880-908b13df2905,dbaaf42313af90fa,KOTC 1,1999-10-30,"San Jacinto, California, USA",1,http://www.ufcstats.com/event-details/dbaaf42313af90fa
27836ca6-289f-5d6c-8563-7a679dc0e832,a8fa0c4e95512806,UFC 23: Ultimate Japan 2,1999-11-19,"Chiba, Japan",7,http://www.ufcstats.com/event-details/a8fa0c4e95512806
a56088bb-5cb1-5529-9517-230dbf8d2b74,029880cdbf5ca089,PRIDE 8,1999-11-21,"Tokyo, Japan",8,http://www.ufcstats.com/event-details/029880cdbf5ca089
f1c36548-6806-5e81-bdb4-5a8fce58cffd,1cf1310684a841f5,PRIDE Grand Prix 2000 Opening Round,2000-01-30,"Tokyo, Japan",9,http://www.ufcstats.com/event-details/1cf1310684a841f5
73ec67ff-498f-5abe-a672-11a07fd093fa,20ec0061400178ca,UFC 24: First Defense,2000-03-10,"Lake Charles, Louisiana, USA",7,http://www.ufcstats.com/event-details/20ec0061400178ca
4d3e6b8e-140f-5b4f-83a3-acc93c855296,d2b1c1317a39f6c6,UFC 25: Ultimate Japan 3,2000-04-14,"Tokyo, Japan",6,http://www.ufcstats.com/event-details/d2b1c1317a39f6c6
dc9c8b5c-daa7-583b-950b-fff5290414d4,ea3ef6206c7907d5,PRIDE Grand Prix 2000 Finals,2000-05-01,"Tokyo, Japan",9,http://www.ufcstats.com/event-details/ea3ef6206c7907d5
6bd3a322-d3ca-5bb3-98a3-6a3e7e492a39,84ac950d4c1722dd,Meca 1,2000-05-27,"Curitiba, Parana, Brazil",1,http://www.ufcstats.com/event-details/84ac950d4c1722dd
87b203a8-828a-5b0a-9b7f-3c665fbd5942,21b1132949f2a9b0,PRIDE 9: New Blood,2000-06-04,"Nagoya, Aichi, Japan",8,http://www.ufcstats.com/event-details/21b1132949f2a9b0
ccfd2a72-4ba7-5f0d-8ef8-f258832590b6,cedfdf8d423d500c,UFC 26: Ultimate Field Of Dreams,2000-06-09,"Cedar Rapids, Iowa, USA",8,http://www.ufcstats.com/event-details/cedfdf8d423d500c
122c17cf-f02d-54b7-b7ed-cd32216514f9,04f9fe830cf13482,EC 35,2000-06-29,"Davenport, Iowa, USA",1,http://www.ufcstats.com/event-details/04f9fe830cf13482
e241483e-06aa-5bb7-8feb-cfbbdf7ffbb0,2961be02cfb0d2c1,Meca 2,2000-08-12,"Curitiba, Parana, Brazil",1,http://www.ufcstats.com/event-details/2961be02cfb0d2c1
805d7d49-d4a3-55f8-8696-5c09c122cb59,622f015c81a9b13a,PRIDE 10: Return of the Warriors,2000-08-27,"Saitama, Japan",10,http://www.ufcstats.com/event-details/622f015c81a9b13a
e0ca01b2-4f73-5257-8bf4-e4f95b8fd844,31652c9267606d54,UFC 27: Ultimate Bad Boyz,2000-09-22,"New Orleans, Louisiana, USA",8,http://www.ufcstats.com/event-details/31652c9267606d54
0d0f6e88-15f1-57dc-8608-836c88c4d4cc,46e2ca71fd5089cb,PRIDE 11: Battle of the Rising Sun,2000-10-31,"Osaka, Japan",8,http://www.ufcstats.com/event-details/46e2ca71fd5089cb
fa48322e-f514-5397-adfd-6d82416f0a3a,da6dfd09cca1d705,UFC 28: High Stakes,2000-11-17,"Atlantic City, New Jersey, USA",7,http://www.ufcstats.com/event-details/da6dfd09cca1d705
f104d43c-e194-59a6-8044-3ee2e11459fe,80c0bed43da0e27b,PRIDE 12: Cold Fury,2000-12-09,"Saitama, Japan",9,http://www.ufcstats.com/event-details/80c0bed43da0e27b
0cda9eb5-a5df-5601-ab65-b42e148ed939,f3388d2cf7ab3f64,Meca 4,2000-12-16,"Curitiba, Parana, Brazil",1,http://www.ufcstats.com/event-details/f3388d2cf7ab3f64
97cce7ec-c779-5a56-8f17-6b7185d2031b,08ae5cd9aef7ddd3,UFC 29: Defense of the Belts,2000-12-16,"Tokyo, Japan",7,http://www.ufcstats.com/event-details/08ae5cd9aef7ddd3
3ca57a50-3a0e-5c00-891e-14f54c82e07f,a8e6a69796280f17,IFC - Warriors Challenge 11,2001-01-13,"Fresno, California, USA",1,http://www.ufcstats.com/event-details/a8e6a69796280f17
8a90f699-c931-5972-b36f-f8e0da318860,2b1587a3376ab743,UFC 30: Battle on the Boardwalk,2001-02-23,"Atlantic City, New Jersey, USA",8,http://www.ufcstats.com/event-details/2b1587a3376ab743
8048b07a-388f-5434-a7a1-77765befbbb8,6aa1cbc1466e9a0b,Shooto - To the Top 2,2001-03-02,"Tokyo, Japan",1,http://www.ufcstats.com/event-details/6aa1cbc1466e9a0b
a5dccd7d-4741-5676-bd5d-7772f1ce7839,bf41b5131545da12,PRIDE 13: Collision Course,2001-03-25,"Saitama, Japan",8,http://www.ufcstats.com/event-details/bf41b5131545da12
48ea8a98-66fa-51c6-95e5-763108b59c56,20bd6c3e03c46ee6,UFC 31: Locked and Loaded,2001-05-04,"Atlantic City, New Jersey, USA",8,http://www.ufcstats.com/event-details/20bd6c3e03c46ee6
0a54969f-a930-5947-bff6-f19787132f65,4b4753d19489297f,PRIDE 14: Clash of the Titans,2001-05-27,"Yokohama, Kanagawa, Japan",9,http://www.ufcstats.com/event-details/4b4753d19489297f
e95a77d9-02f7-5789-9d55-d9c7b938713b,a7f4d0902bb64092,Meca 5,2001-06-09,"Curitiba, Parana, Brazil",1,http://www.ufcstats.com/event-details/a7f4d0902bb64092
b2b96e21-bc62-5f8a-8c6e-e60a6ed6e37d,7b9aa973e5c04624,UFC 32: Showdown in the Meadowlands,2001-06-29,"East Rutherford, New Jersey, USA",8,http://www.ufcstats.com/event-details/7b9aa973e5c04624
dd4a20be-d975-550b-8341-fcf8b863488e,41e77dc504a192c6,WEC 1: Princes of Pain,2001-06-30,"Lemoore, California, USA",1,http://www.ufcstats.com/event-details/41e77dc504a192c6
65841433-bb69-59ef-b5de-fda1e5cf07b5,88c8f47241d90040,PRIDE 15: Raging Rumble,2001-07-29,"Saitama, Japan",8,http://www.ufcstats.com/event-details/88c8f47241d90040
a5883034-527c-5a6a-a232-45543e25a8bc,86f582852a5b240a,GC 5,2001-08-19,"Denver, Colorado, USA",1,http://www.ufcstats.com/event-details/86f582852a5b240a
54bd6fe2-6bde-57b7-ae73-78663cee120d,d1a1314976c50bef,K-1 2001 Japan GP Final,2001-08-19,"Saitama, Japan",1,http://www.ufcstats.com/event-details/d1a1314976c50bef
73e57c93-8df0-50c5-aebf-8e13bd141c0f,f7a7f7118d4b01b6,Shooto - To the Top 7,2001-08-26,"Osaka, Japan",1,http://www.ufcstats.com/event-details/f7a7f7118d4b01b6
eddb1641-6f12-596d-baee-32546431e0f9,adea9f0090aa8e14,PRIDE 16: Beasts from the East,2001-09-24,"Osaka, Japan",7,http://www.ufcstats.com/event-details/adea9f0090aa8e14
5414c9f2-7331-52a3-bfee-5dd100796b54,c75b99887c8c3f5a,UFC 33: Victory in Vegas,2001-09-28,"Las Vegas, Nevada, USA",8,http://www.ufcstats.com/event-details/c75b99887c8c3f5a
6c86d60c-44db-5897-b034-8a3bb8928bf1,4dc496aa0cfc0d95,UFC 34: High Voltage,2001-11-02,"Las Vegas, Nevada, USA",8,http://www.ufcstats.com/event-details/4dc496aa0cfc0d95
4341b434-fdd3-5c1b-b071-9d1954419759,08a7080ff5904661,PRIDE 17: Championship Chaos,2001-11-03,"Tokyo, Japan",9,http://www.ufcstats.com/event-details/08a7080ff5904661
40767949-eefa-56db-9fbc-52dd8c365072,d3de4a24f7eefac8,WFA 1,2001-11-03,"Las Vegas, Nevada, USA",8,http://www.ufcstats.com/event-details/d3de4a24f7eefac8
8c7c5ffe-df08-5c43-ba98-3c2198ff6d6a,9bad58fa651d6196,PRIDE 18: Cold Fury 2,2001-12-23,"Fukuoka, Japan",8,http://www.ufcstats.com/event-details/9bad58fa651d6196
1656f35f-e00f-56dc-996d-00ad05081a9a,04c15b52c3cc1cab,Inoki Bom-Ba-Ye 2001,2001-12-31,"Saitama, Japan",1,http://www.ufcstats.com/event-details/04c15b52c3cc1cab
ef67ff04-e04b-5544-9385-a8dcadc01f9e,946f341df6472ee0,UFC 35: Throwdown,2002-01-11,"Uncasville, Connecticut, USA",8,http://www.ufcstats.com/event-details/946f341df6472ee0
c9c879e3-5a95-5f74-bc3e-88a197f34b4b,712c4db78b9373d1,UCC 7,2002-01-25,"Montreal, Quebec, Canada",1,http://www.ufcstats.com/event-details/712c4db78b9373d1
dc80b187-a2dd-5f32-977f-b9eeed3552e7,a566371ba2ad7152,Meca 6,2002-01-31,"Curitiba, Parana, Brazil",1,http://www.ufcstats.com/event-details/a566371ba2ad7152
8478abc3-73ff-5a51-b9e4-ae6fa31a89fd,f5ff7bcdcfeba3ad,PRIDE 19: Bad Blood,2002-02-24,"Saitama, Japan",8,http://www.ufcstats.com/event-details/f5ff7bcdcfeba3ad
95e1641d-bb01-531e-8764-f74f897c73e2,02fc8f50f56eb307,UFC 36: Worlds Collide,2002-03-22,"Las Vegas, Nevada, USA",8,http://www.ufcstats.com/event-details/02fc8f50f56eb307
ea40acce-92aa-57d3-b2d4-5f87c4a7c30a,d71d968dc6ecfdaf,PRIDE 20: Armed and Ready,2002-04-28,"Yokohama, Kanagawa, Japan",7,http://www.ufcstats.com/event-details/d71d968dc6ecfdaf
9e24d941-7f2c-5db1-bdf1-64370c420cfa,9fd1f08dd4aec14a,UFC 37: High Impact,2002-05-10,"Bossier City, Louisiana, USA",8,http://www.ufcstats.com/event-details/9fd1f08dd4aec14a
efb752d5-aa89-5056-a9b9-bf1a753b91b7,288aaa8f82040e02,WEC 3: All or Nothing,2002-06-07,"Lemoore, California, USA",1,http://www.ufcstats.com/event-details/288aaa8f82040e02
eabe6621-2941-5013-8ee2-e4607ae5b056,1c86754617d9813a,UCC 10,2002-06-15,"Hull, Quebec, Canada",2,http://www.ufcstats.com/event-details/1c86754617d9813a
1f6467ea-d713-56e7-81d3-75d697cd9671,fa315e6c77eee106,KOTC 14,2002-06-19,"Bernalillo, New Mexico, USA",1,http://www.ufcstats.com/event-details/fa315e6c77eee106
10afbf75-5207-5581-a05b-da49a98ec937,80e6d71e14c1d356,KOTC 15: Bad Intentions,2002-06-22,"San Jacinto, California, USA",1,http://www.ufcstats.com/event-details/80e6d71e14c1d356
ab3fb1ad-6f38-5925-9308-3e298a4846f9,9ccdd2ce45903f34,UFC 37.5: As Real As It Gets,2002-06-22,"Las Vegas, Nevada, USA",6,http://www.ufcstats.com/event-details/9ccdd2ce45903f34
c5a45d8b-07c1-5456-8421-7283fd3322ce,e4770d5ed44a3970,PRIDE 21: Demolition,2002-06-23,"Saitama, Japan",8,http://www.ufcstats.com/event-details/e4770d5ed44a3970
1bbd3713-265e-5486-8e75-d5a888654ecf,7b6ce3a9460565b5,WFA 2,2002-07-05,"Las Vegas, Nevada, USA",7,http://www.ufcstats.com/event-details/7b6ce3a9460565b5
55984e74-5ba5-5fb5-bc07-064f0840de47,1dc56b59cb28425d,UFC 38: Brawl at the Hall,2002-07-13,"London, England, United Kingdom",7,http://www.ufcstats.com/event-details/1dc56b59cb28425d
baaa8ce4-0013-5ae9-85e6-84d10dc8986d,b2f743746e8dcfa2,PRIDE The Best Vol.2,2002-07-20,"Tokyo, Japan",1,http://www.ufcstats.com/event-details/b2f743746e8dcfa2
81e6d12d-1297-52ec-9923-eb4f7e1d523e,9fe85152f351e737,UFO - Legend,2002-08-08,"Tokyo, Japan",1,http://www.ufcstats.com/event-details/9fe85152f351e737
58ee7af1-ae83-5bcb-9da3-3465c476376b,6014d25e73b669c9,PRIDE Shockwave 2002,2002-08-28,"Tokyo, Japan",5,http://www.ufcstats.com/event-details/6014d25e73b669c9
19414c6a-32c1-5a3b-b728-b992f221e155,44260175069b6276,WEC 4: Rumble Under the Sun,2002-08-31,"Uncasville, Connecticut, USA",2,http://www.ufcstats.com/event-details/44260175069b6276
8285b471-ee94-55f7-9836-a499d21ec8f0,1fd4fbdcc67de844,UCC Hawaii,2002-09-17,"Honolulu, Hawaii, USA",1,http://www.ufcstats.com/event-details/1fd4fbdcc67de844
8529a1b9-372a-5f33-b9ea-d5cd8ced380a,0cf935519d439ba6,UFC 39: The Warriors Return,2002-09-27,"Uncasville, Connecticut, USA",8,http://www.ufcstats.com/event-details/0cf935519d439ba6
ec39970d-fb52-5e74-80a3-c632bd7379cf,0bc7e61d204f2137,PRIDE 22: Beasts from the East 2,2002-09-29,"Nagoya, Aichi, Japan",8,http://www.ufcstats.com/event-details/0bc7e61d204f2137
8da8d660-05c5-51a2-91c2-d319d83ab972,ffc088e64fab57e9,UCC 11,2002-10-11,"Montreal, Quebec, Canada",1,http://www.ufcstats.com/event-details/ffc088e64fab57e9
9202f7cd-8c59-5c17-bfa4-857c075f2289,5f6038bcdb95e3e4,WEC 5: Halloween Fury,2002-10-18,"Lemoore, California, USA",2,http://www.ufcstats.com/event-details/5f6038bcdb95e3e4
b7609984-cd84-5917-9239-670ce88fff82,1a225f04aa6e0739,KOTC 17: San Jacinto,2002-10-19,"San Jacinto, California, USA",1,http://www.ufcstats.com/event-details/1a225f04aa6e0739
f43b41f8-c95b-52ca-9713-cd32efc69b82,049d698d773eb3e1,Meca 7,2002-11-08,"Curitiba, Parana, Brazil",1,http://www.ufcstats.com/event-details/049d698d773eb3e1
ddb53cd6-0f97-5277-bfad-6a0b73d7fb9a,e06fd1260ac865a7,UFC 40: Vendetta,2002-11-22,"Las Vegas, Nevada, USA",8,http://www.ufcstats.com/event-details/e06fd1260ac865a7
3454693f-ef29-566a-b78e-72a7a1b6a2dd,6ece1d2ab1bed31d,WFA 3,2002-11-23,"Las Vegas, Nevada, USA",7,http://www.ufcstats.com/event-details/6ece1d2ab1bed31d
a8c2b14b-5e0c-520e-a3f4-4bd6684daa31,7b6e40a73b567072,PRIDE 23: Championship Chaos 2,2002-11-24,"Tokyo, Japan",9,http://www.ufcstats.com/event-details/7b6e40a73b567072
b9233e4f-6f81-5e4b-8e1f-e5f1528df9b7,427b5953ac8e3a27,KOTC 20: Crossroads,2002-12-15,"Bernalillo, New Mexico, USA",2,http://www.ufcstats.com/event-details/427b5953ac8e3a27
14d234c8-823f-5092-9619-7474b411a67f,b369533a577fa97c,PRIDE 24: Cold Fury 3,2002-12-23,"Fukuoka, Japan",8,http://www.ufcstats.com/event-details/b369533a577fa97c
1d790c3e-6122-5bac-ae78-e4d48eb82fe9,ccd1299e0345e0ce,Inoki Bom-Ba-Ye 2002,2002-12-31,"Saitama, Japan",1,http://www.ufcstats.com/event-details/ccd1299e0345e0ce
d09cc31f-8720-52a3-94d0-2b5453552a8d,27fc9218a3653e3c,UCC 12,2003-01-25,"Montreal, Quebec, Canada",1,http://www.ufcstats.com/event-details/27fc9218a3653e3c
029d8260-6c9a-524e-81fa-20b4a7396f16,bba678d312590087,UFC 41: Onslaught,2003-02-28,"Atlantic City, New Jersey, USA",8,http://www.ufcstats.com/event-details/bba678d312590087
cfb2fbb2-9141-5b82-b7b6-a09d0d7398dc,b14a68c533f4a4aa,PRIDE 25: Body Blow,2003-03-16,"Yokohama, Kanagawa, Japan",8,http://www.ufcstats.com/event-details/b14a68c533f4a4aa
53e02887-a58e-5dd8-ac81-6268c23a2ab9,4f4dac51adc1af4f,WAFF 2,2003-03-22,"Marrakech, Morocco",1,http://www.ufcstats.com/event-details/4f4dac51adc1af4f
a733c07f-e4c4-55d6-991d-ab99733e78f0,318e629d1eb7aa49,WEC 6: Return of a Legend,2003-03-27,"Lemoore, California, USA",4,http://www.ufcstats.com/event-details/318e629d1eb7aa49
c65c59be-5781-57d8-af80-bd09525a0362,ae58685caf8e4a0d,UFC 42: Sudden Impact,2003-04-25,"Miami, Florida, USA",8,http://www.ufcstats.com/event-details/ae58685caf8e4a0d
21ba60c9-d7ed-5083-a19e-d2ac554042ba,5755960ebd0b16f6,NJPW - Ultimate Crush,2003-05-02,"Tokyo, Japan",1,http://www.ufcstats.com/event-details/5755960ebd0b16f6
f3d966df-d371-59d2-9ece-42661d68cfdb,c6d8ae3b016d5ad5,KOTC 23: Sin City,2003-05-16,"Las Vegas, Nevada, USA",1,http://www.ufcstats.com/event-details/c6d8ae3b016d5ad5
590c32bf-eb3c-5af2-9d8a-b70f5dc13be3,af5b208e97f5d382,Meca 8,2003-05-16,"Curitiba, Parana, Brazil",1,http://www.ufcstats.com/event-details/af5b208e97f5d382
63f76329-df08-5d03-959e-5be7ba83be27,108afe61a26bcbf4,UFC 43: Meltdown,2003-06-06,"Las Vegas, Nevada, USA",8,http://www.ufcstats.com/event-details/108afe61a26bcbf4
1655acf1-64fc-5850-b84f-3794bcb37620,0541480fbf719d86,PRIDE 26: Bad to the Bone,2003-06-08,"Yokohama, Kanagawa, Japan",7,http://www.ufcstats.com/event-details/0541480fbf719d86
49453577-271b-5d4f-a3d1-26d78db70cff,ad3f53c454cbbead,KOTC 24: Mayhem,2003-06-14,"Albuquerque, New Mexico, USA",2,http://www.ufcstats.com/event-details/ad3f53c454cbbead
1ff0a36e-d2ef-5065-adfc-349b70dd282f,abbc737317f66b81,Meca 9,2003-08-01,"Teresopolis, Rio de Janeiro, Brazil",1,http://www.ufcstats.com/event-details/abbc737317f66b81
2ac822d5-852f-5bc6-b379-a46221310e8d,52cae54377b433b7,PRIDE Total Elimination 2003,2003-08-10,"Saitama, Japan",7,http://www.ufcstats.com/event-details/52cae54377b433b7
664e6464-0c5f-5c22-92a6-b867917b75ac,01b39decaf0abf6a,IFC - Global Domination,2003-09-06,"Denver, Colorado, USA",4,http://www.ufcstats.com/event-details/01b39decaf0abf6a
65376fa9-6c78-5f77-a2fc-b919b55b3aef,2b93ebd9f5417ad2,Jungle Fight 1,2003-09-13,"Manaus, Amazonas, Brazil",2,http://www.ufcstats.com/event-details/2b93ebd9f5417ad2
59679763-5078-5c96-9218-b475be1e5a62,c61f66d8c3fd5f07,UFC 44: Undisputed,2003-09-26,"Las Vegas, Nevada, USA",9,http://www.ufcstats.com/event-details/c61f66d8c3fd5f07
21600574-154e-5ad6-9f32-e804e09092ae,cb46dface0e28a2c,PRIDE Bushido 1,2003-10-05,"Saitama, Japan",11,http://www.ufcstats.com/event-details/cb46dface0e28a2c
8ad58b21-76a5-54d4-8d26-ced4fc7f9fe6,73c7cfa551289285,ROTR 4,2003-10-10,"Honolulu, Hawaii, USA",1,http://www.ufcstats.com/event-details/73c7cfa551289285
066e8453-5e11-5552-8b13-b9b6fa824e49,b2acebbef8da14ea,WEC 8: Halloween Fury 2,2003-10-17,"Lemoore, California, USA",1,http://www.ufcstats.com/event-details/b2acebbef8da14ea
e1c28e4c-701a-574e-a958-5b1a5105cb6a,af49a6c491ca22a3,PRIDE Final Conflict 2003,2003-11-09,"Tokyo, Japan",8,http://www.ufcstats.com/event-details/af49a6c491ca22a3
11d2ecee-41d4-5717-8fb6-29297f9d37bb,e670f8cc2969a789,UFC 45: Revolution,2003-11-21,"Uncasville, Connecticut, USA",8,http://www.ufcstats.com/event-details/e670f8cc2969a789
a44db6f4-c3e9-55dc-a5e6-0e98c852c2a5,d1dcd4e96464a53d,TKO 14,2003-11-29,"Victoriaville, Quebec, Canada",2,http://www.ufcstats.com/event-details/d1dcd4e96464a53d
c06b93f9-6eba-5528-9102-b6e5a7032528,058e4e08a1ad8aba,Heat FC 2,2003-12-18,"Natal, Rio Grande do Norte, Brazil",1,http://www.ufcstats.com/event-details/058e4e08a1ad8aba
d92f1d5f-cfa7-547d-9b64-2b4b3bb91c59,3738e68d2261e60f,Inoki Bom-Ba-Ye 2003,2003-12-31,"Kobe, Hyogo, Japan",3,http://www.ufcstats.com/event-details/3738e68d2261e60f
4f63ed40-10a5-5a65-b12b-b3240ab4a01c,253de74457bd6374,PRIDE Shockwave 2003,2003-12-31,"Saitama, Japan",10,http://www.ufcstats.com/event-details/253de74457bd6374
0730d54a-7190-54e7-876c-e23ef6ebeccc,d897897060f10a3a,WEC 9: Cold Blooded,2004-01-16,"Lemoore, California, USA",2,http://www.ufcstats.com/event-details/d897897060f10a3a
5dec8b3a-2462-5680-acb0-b11c6460c0ea,94609dd91731d428,UFC 46: Supernatural,2004-01-31,"Las Vegas, Nevada, USA",8,http://www.ufcstats.com/event-details/94609dd91731d428
f6064672-e2f3-5287-bb4b-6eb828b55b18,330ec26453c44a59,PRIDE 27: Inferno,2004-02-01,"Osaka, Japan",7,http://www.ufcstats.com/event-details/330ec26453c44a59
