uuid,event_id,name,date,location,num_fights,url
494c5707-cad0-5d55-b072-2270064bfc08,75f871836d41f90f,Strikeforce - Playboy Mansion,2007-09-29,"Beverly Hills, California, USA",12,http://www.ufcstats.com/event-details/75f871836d41f90f
25817e01-3fcb-565b-af9a-a148882e5280,e0f7c4f3f67bc808,HCF - Title Wave,2007-10-19,"Calgary, Alberta, Canada",1,http://www.ufcstats.com/event-details/e0f7c4f3f67bc808
4563413d-8e56-5560-a765-d76412c77e45,91181b29be041f1c,UFC 77: Hostile Territory,2007-10-20,"Cincinnati, Ohio, USA",9,http://www.ufcstats.com/event-details/91181b29be041f1c
29000748-fff0-5acf-b795-a579d64749db,15df64c02b6b0fde,K-1 Hero's Korea 2007,2007-10-28,"Seoul, South Korea",1,http://www.ufcstats.com/event-details/15df64c02b6b0fde
cf4b1960-862f-5e4e-aff8-dc46b9d7d9c8,ee9d73f4fee9cbdd,IFL - World Grand Prix Semifinals,2007-11-03,"Chicago, Illinois, USA",2,http://www.ufcstats.com/event-details/ee9d73f4fee9cbdd
7da3d381-61d2-504d-b45d-43c272afdb52,5be86bb2f78fef2f,EliteXC - Renegade,2007-11-10,"Corpus Christi, Texas, USA",5,http://www.ufcstats.com/event-details/5be86bb2f78fef2f
4c03a542-8148-519f-b67c-24543530176b,1208ffc5be6e31ad,"Strikeforce - Four Men Enter, One Man Survives",2007-11-16,"San Jose, California, USA",13,http://www.ufcstats.com/event-details/1208ffc5be6e31ad
ff94a944-12ae-551f-8dd6-78c8643e263e,1d147d4163a6989b,UFC 78: Validation,2007-11-17,"Newark, New Jersey, USA",9,http://www.ufcstats.com/event-details/1d147d4163a6989b
21ab79f7-4b77-52a6-a476-9c02b9812116,3410cf010558dc8b,Fury FC 5: Final Conflict,2007-12-06,"Sao Paulo, Brazil",2,http://www.ufcstats.com/event-details/3410cf010558dc8b
d2ccb427-9c91-53a9-86dd-de0690738900,df85d6ec3493d120,The Ultimate Fighter: Team Hughes vs. Team Serra Finale,2007-12-08,"Las Vegas, Nevada, USA",9,http://www.ufcstats.com/event-details/df85d6ec3493d120
8899e145-9730-5089-9538-a6d80dc123f2,06f0ffa6446c5b6d,WEC 31: Faber vs. Curran,2007-12-12,"Las Vegas, Nevada, USA",9,http://www.ufcstats.com/event-details/06f0ffa6446c5b6d
89b47fa9-a15b-5b98-b600-e1f730b03084,7269329bd87eb479,UFC 79: Nemesis,2007-12-29,"Las Vegas, Nevada, USA",10,http://www.ufcstats.com/event-details/7269329bd87eb479
219082cb-29ee-593c-86f8-f2f1f644d56e,20205040232ed0f3,K-1 Dynamite!! 2007,2007-12-31,"Osaka, Japan",1,http://www.ufcstats.com/event-details/20205040232ed0f3
7b5cf76d-43ca-563c-ab08-111ba1ac3420,c4b81cdecd5d6abe,Yarrenoka! - New Year's Eve 2007,2007-12-31,"Saitama, Japan",8,http://www.ufcstats.com/event-details/c4b81cdecd5d6abe
b63659b6-834d-53d9-9d57-7d88ed69cfb1,a24e080000fa7a35,UFC 80: Rapid Fire,2008-01-19,"Newcastle, England, United Kingdom",9,http://www.ufcstats.com/event-details/a24e080000fa7a35
1b27a5df-47dc-511c-afde-b205b5a2fe62,33e33d51f289d2a1,UFC Fight Night: Swick vs Burkman,2008-01-23,"Las Vegas, Nevada, USA",9,http://www.ufcstats.com/event-details/33e33d51f289d2a1
b54b9723-ef04-56c4-8b32-cb6174f0a9bd,1eacf73d6a0055dc,EliteXC - ShoXC 4,2008-01-25,"Atlantic City, New Jersey, USA",1,http://www.ufcstats.com/event-details/1eacf73d6a0055dc
37a53214-f091-5aa5-bfc4-4dcb74eeebdf,b034747dc1d15491,HCF - Destiny,2008-02-01,"Calgary, Alberta, Canada",2,http://www.ufcstats.com/event-details/b034747dc1d15491
969b4ff9-14f4-5e80-8500-0aec6f272b45,9f842be1a5337be6,Strikeforce - Young Guns 2,2008-02-01,"San Jose, California, USA",9,http://www.ufcstats.com/event-details/9f842be1a5337be6
4a73734f-52fe-50cd-9d60-eecf59f248bc,597db668b01c442c,UFC 81: Breaking Point,2008-02-02,"Las Vegas, Nevada, USA",9,http://www.ufcstats.com/event-details/597db668b01c442c
ee13dee5-af01-56ee-9cf8-d9d5d015ce83,50d2f0018bcf9eef,WEC 32: Condit vs. Prater,2008-02-13,"Rio Rancho, New Mexico, USA",10,http://www.ufcstats.com/event-details/50d2f0018bcf9eef
3552536d-82c6-5fb2-94e2-b8b420448515,eb1723480fa2f96c,EliteXC - Street Certified,2008-02-16,"Miami, Florida, USA",5,http://www.ufcstats.com/event-details/eb1723480fa2f96c
561b9357-885e-5d64-a7fe-7dce661a6eb5,a683f9ddb70aa4bd,Strikeforce - At the Dome,2008-02-23,"Tacoma, Washington, USA",10,http://www.ufcstats.com/event-details/a683f9ddb70aa4bd
b264ec8b-d463-5c39-9c75-f219bcbd219d,598a58db87b890ee,UFC 82: Pride of a Champion,2008-03-01,"Columbus, Ohio, USA",10,http://www.ufcstats.com/event-details/598a58db87b890ee
470dadf2-5d64-5cad-91cc-130b487951a4,ee779c43a8926d52,M-1 - Slamm,2008-03-02,"Almere, Flevoland, Netherlands",1,http://www.ufcstats.com/event-details/ee779c43a8926d52
83354bef-3bb6-517c-8477-df3d6a5abe23,de62052b2ede65ba,Sengoku - First Battle,2008-03-05,"Tokyo, Japan",1,http://www.ufcstats.com/event-details/de62052b2ede65ba
38076938-6877-5f02-a180-25e94981772e,cc300e9aa3063431,DREAM 1: Lightweight Grand Prix 2008 1st Round,2008-03-15,"Saitama, Japan",10,http://www.ufcstats.com/event-details/cc300e9aa3063431
13f336c2-f4b4-57f8-80d9-68d6855daae0,c96518b7f6881004,WEC 33: Marshall vs. Stann,2008-03-26,"Las Vegas, Nevada, USA",10,http://www.ufcstats.com/event-details/c96518b7f6881004
8091da26-4313-5399-b5fb-c65214a083c8,8a8a84b743ae7699,Strikeforce - Shamrock vs. Le,2008-03-29,"San Jose, California, USA",9,http://www.ufcstats.com/event-details/8a8a84b743ae7699
1ba9bdb2-ae67-5920-b518-d2540c7306a8,b9e871af730f826c,UFC Fight Night: Florian vs Lauzon,2008-04-02,"Broomfield, Colorado, USA",12,http://www.ufcstats.com/event-details/b9e871af730f826c
29d6fc41-c023-50e9-a93b-8a757aeefb42,ad047e3073a775f3,UFC 83: Serra vs St-Pierre 2,2008-04-19,"Montreal, Quebec, Canada",11,http://www.ufcstats.com/event-details/ad047e3073a775f3
832cbbb4-7b81-5623-8618-e6883e1cb0e1,7e69a4b0961aa555,DREAM 2: Middleweight Grand Prix 2008 1st Round,2008-04-29,"Saitama, Japan",8,http://www.ufcstats.com/event-details/7e69a4b0961aa555
a5bf2834-2cce-5672-bf1b-bdf5c7adc44c,911fb265462f0d94,DREAM 3: Lightweight Grand Prix 2008 2nd Round,2008-05-11,"Saitama, Japan",8,http://www.ufcstats.com/event-details/911fb265462f0d94
105b44e0-d523-54e9-8fe1-7f91b0ed5e46,fdfef29ba17ee525,IFL - Connecticut 2008,2008-05-16,"Uncasville, Connecticut, USA",1,http://www.ufcstats.com/event-details/fdfef29ba17ee525
30e4effc-8dae-59a0-b3e8-b2971049553d,679a9054e2815943,Sengoku - Second Battle,2008-05-18,"Tokyo, Japan",1,http://www.ufcstats.com/event-details/679a9054e2815943
da190b9a-29af-5c40-9878-42b479702be5,2549d63da9c456cb,UFC 84: Ill Will,2008-05-24,"Las Vegas, Nevada, USA",11,http://www.ufcstats.com/event-details/2549d63da9c456cb
c3cb4235-3b34-5014-a820-d9bae2940cc6,2f732dd9210d301f,EliteXC - Primetime,2008-05-31,"Newark, New Jersey, USA",5,http://www.ufcstats.com/event-details/2f732dd9210d301f
57c36736-2503-5a4a-996c-7403dc3b3f1a,c2a7623f398d9bd7,WEC 34: Faber vs. Pulver,2008-06-01,"Sacramento, California, USA",11,http://www.ufcstats.com/event-details/c2a7623f398d9bd7
2a2e426c-3576-5bb4-bb9f-bf2fd0982d7f,2efbc83a6b9b7f86,UFC 85: Bedlam,2008-06-07,"London, England, United Kingdom",11,http://www.ufcstats.com/event-details/2efbc83a6b9b7f86
f7a80152-27f8-5781-87a1-b286fbee812c,c8136ab8aa32c974,EliteXC - Return of the King,2008-06-14,"Oahu, Hawaii, USA",5,http://www.ufcstats.com/event-details/c8136ab8aa32c974
f7feb3ca-0702-5883-b8e8-cc96db64c366,01daf32100ed7517,DREAM 4: Middleweight Grand Prix 2008 2nd Round,2008-06-15,"Yokohama, Kanagawa, Japan",8,http://www.ufcstats.com/event-details/01daf32100ed7517
35e57316-98d0-5cb6-adcb-27e50a8f228f,2299605af59fd309,The Ultimate Fighter: Team Rampage vs Team Forrest Finale,2008-06-21,"Las Vegas, Nevada, USA",10,http://www.ufcstats.com/event-details/2299605af59fd309
e09638fb-670e-5008-b483-faa543878f9a,775bad6d700d2302,Strikeforce - Melendez vs. Thomson,2008-06-27,"San Jose, California, USA",12,http://www.ufcstats.com/event-details/775bad6d700d2302
01d99da9-c581-5629-a9db-f0a5e642e46b,bf12aca029bfcc47,UFC 86: Jackson vs Griffin,2008-07-05,"Las Vegas, Nevada, USA",9,http://www.ufcstats.com/event-details/bf12aca029bfcc47
229656d2-646f-5b0c-87d2-55ef3ac0922d,69b69c0178c4004d,Affliction - Banned,2008-07-19,"Anaheim, California, USA",10,http://www.ufcstats.com/event-details/69b69c0178c4004d
b74e49ed-327a-5a87-840f-393aff390e3c,46f11d15c0134fe3,UFC: Silva vs Irvin,2008-07-19,"Las Vegas, Nevada, USA",11,http://www.ufcstats.com/event-details/46f11d15c0134fe3
edb7a178-0530-5906-8932-b7410679a810,a56607a451e4c70d,DREAM 5: Lightweight Grand Prix 2008 Final Round,2008-07-21,"Osaka, Japan",10,http://www.ufcstats.com/event-details/a56607a451e4c70d
dd5a88fe-9b0c-5870-b24f-12b5501c89fb,68dd7b3783c19f9c,EliteXC - Unfinished Business,2008-07-26,"Stockton, California, USA",6,http://www.ufcstats.com/event-details/68dd7b3783c19f9c
afd84362-61f3-584e-a26f-83d5d3742c76,a85998eb79650b2c,WEC 35: Condit vs. Miura,2008-08-03,"Las Vegas, Nevada, USA",10,http://www.ufcstats.com/event-details/a85998eb79650b2c
a41e8210-cd67-55db-8b22-f8c0b033760d,19ffeb5e3fffd6d5,UFC 87: Seek And Destroy,2008-08-09,"Minneapolis, Minnesota, USA",10,http://www.ufcstats.com/event-details/19ffeb5e3fffd6d5
f525634b-ff65-5d48-b587-8a5f2d9d1459,0db70ca89e1c7374,UFC 88: Breakthrough,2008-09-06,"Atlanta, Georgia, USA",9,http://www.ufcstats.com/event-details/0db70ca89e1c7374
d475e8e0-f3ef-5341-9673-e8afb09f340d,b9d0fd83bb8a147a,Strikeforce - Young Guns 3,2008-09-13,"San Jose, California, USA",8,http://www.ufcstats.com/event-details/b9d0fd83bb8a147a
03368a76-dc26-567a-81b1-8792b3864563,279093302a6f44b3,UFC Fight Night: Diaz vs Neer,2008-09-17,"Omaha, Nebraska, USA",10,http://www.ufcstats.com/event-details/279093302a6f44b3
39782e07-7772-53ee-b943-a2be80f3b846,e86bc32f5997a8f7,Strikeforce - At the Mansion 2,2008-09-20,"Beverly Hills, California, USA",9,http://www.ufcstats.com/event-details/e86bc32f5997a8f7
3b5dc661-5834-5508-9cfb-ada6395f7d38,5f2f0da6fd6a84fd,DREAM 6: Middleweight Grand Prix 2008 Final Round,2008-09-23,"Saitama, Japan",12,http://www.ufcstats.com/event-details/5f2f0da6fd6a84fd
5d2b66d2-fee5-5a12-b4e0-7a481a8d6bc4,349aaa3da11eb587,Sengoku - Fifth Battle,2008-09-28,"Tokyo, Japan",1,http://www.ufcstats.com/event-details/349aaa3da11eb587
41343019-d807-592c-a78c-e572cc1b1ab0,d468288756ae3982,Strikeforce - Payback,2008-10-03,"Denver, Colorado, USA",12,http://www.ufcstats.com/event-details/d468288756ae3982
e31e2223-fdb3-505c-8961-ac4e6f18c827,782a2a17d3e38fdf,EliteXC - Heat,2008-10-04,"Sunrise, Florida, USA",6,http://www.ufcstats.com/event-details/782a2a17d3e38fdf
435dcd8d-1bb4-54d2-92ca-64453b5b1958,312f47c3d2f83ffa,UFC 89: Bisping vs Leben,2008-10-18,"Birmingham, England, United Kingdom",11,http://www.ufcstats.com/event-details/312f47c3d2f83ffa
bb77c57a-9bd3-53e2-bb9f-c81f40660e36,c670aa48827d6be6,UFC 90: Silva vs Cote,2008-10-25,"Rosemont, Illinois, USA",10,http://www.ufcstats.com/event-details/c670aa48827d6be6
39ea59ff-5687-564a-b422-93b7b8349030,bc8f6b42767e28df,Sengoku - Sixth Battle,2008-11-01,"Saitama, Japan",2,http://www.ufcstats.com/event-details/bc8f6b42767e28df
10487556-ba49-5c33-b680-ed0530caaa42,1c2f2571b18791b6,WEC 36: Faber vs. Brown,2008-11-05,"Hollywood, Florida, USA",10,http://www.ufcstats.com/event-details/1c2f2571b18791b6
a81d1e8c-c408-5578-9316-73f3aa07d0bb,d8022d5526b1d937,Ultimate Glory 10: The Battle of Arnhem,2008-11-09,"Arnhem, Gelderland, Netherlands",1,http://www.ufcstats.com/event-details/d8022d5526b1d937
d2cb9a3f-ec24-5cc4-8f35-bf226c3659e8,a2b06ca02bca14c0,UFC 91: Couture vs Lesnar,2008-11-15,"Las Vegas, Nevada, USA",9,http://www.ufcstats.com/event-details/a2b06ca02bca14c0
8d267b35-c5f0-5bfe-935f-e32221a90fc2,8d26912cd2aeb366,Strikeforce - Destruction,2008-11-21,"San Jose, California, USA",13,http://www.ufcstats.com/event-details/8d26912cd2aeb366
d2311edb-3e96-5138-af7b-0c6ae4019ec3,aebfb84d1f6d2d8c,WEC 37: Torres vs. Tapia,2008-12-03,"Las Vegas, Nevada, USA",10,http://www.ufcstats.com/event-details/aebfb84d1f6d2d8c
f69b8a94-b42d-512d-9704-37ac623f7ec2,30cd319d39ee689b,UFC Fight Night - Fight for the Troops,2008-12-10,"Fayetteville, North Carolina, USA",10,http://www.ufcstats.com/event-details/30cd319d39ee689b
c27bda63-dcf5-57d2-abaf-df42266971bf,68d76fd9ecf7431d,Adrenaline MMA 2: Miletich vs. Denny,2008-12-11,"Moline, Illinois, USA",1,http://www.ufcstats.com/event-details/68d76fd9ecf7431d
a6414087-054a-5a48-8620-49a09a9962f8,ea398c802d9998ee,The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,2008-12-13,"Las Vegas, Nevada, USA",10,http://www.ufcstats.com/event-details/ea398c802d9998ee
8dba6eea-b227-589c-b376-53610dfbc791,23ab42947c1990e3,UFC 92: The Ultimate 2008,2008-12-27,"Las Vegas, Nevada, USA",10,http://www.ufcstats.com/event-details/23ab42947c1990e3
a2f13021-a120-5c1c-a5ab-122e6a32514e,492b202d2064e7a9,Dynamite!! 2008,2008-12-31,"Saitama, Japan",10,http://www.ufcstats.com/event-details/492b202d2064e7a9
33e34ab7-f692-5f74-bc6a-94cf9a63c5af,a6959da32f0e6b5d,Sengoku - no Ran 2009,2009-01-04,"Saitama, Japan",1,http://www.ufcstats.com/event-details/a6959da32f0e6b5d
d3cd2549-8f81-58fa-b32c-ae071558c353,68c6cd5287b473a7,UFC 93: Franklin vs Henderson,2009-01-17,"Dublin, Leinster, Ireland",10,http://www.ufcstats.com/event-details/68c6cd5287b473a7
70db9161-cf6e-5f20-b3c6-a410fe551f83,4f95f74620a6b7a4,Affliction - Day of Reckoning,2009-01-24,"Anaheim, California, USA",11,http://www.ufcstats.com/event-details/4f95f74620a6b7a4
b511865c-4ecb-5358-831d-0882657cab1f,2620f3eb21c79614,WEC 38: Varner vs. Cerrone,2009-01-25,"San Diego, California, USA",10,http://www.ufcstats.com/event-details/2620f3eb21c79614
c341ef52-6934-5df5-baae-d143cdbdc671,2a542ee8a8b83559,UFC 94: St-Pierre vs Penn 2,2009-01-31,"Las Vegas, Nevada, USA",10,http://www.ufcstats.com/event-details/2a542ee8a8b83559
972b41fb-2ce4-545f-946b-dcb3fe2c60f3,d1759b2b7be9be56,UFC Fight Night: Lauzon vs Stephens,2009-02-07,"Tampa, Florida, USA",10,http://www.ufcstats.com/event-details/d1759b2b7be9be56
42e3622b-1ab3-5639-91bc-2901355fbe63,7d21de9c6d7c98b2,UFC 95: Sanchez vs Stevenson,2009-02-21,"London, England, United Kingdom",10,http://www.ufcstats.com/event-details/7d21de9c6d7c98b2
79428623-c98e-5835-87a5-ff77b1d286bf,59583ff832fe9d68,WEC 39: Brown vs. Garcia,2009-03-01,"Corpus Christi, Texas, USA",11,http://www.ufcstats.com/event-details/59583ff832fe9d68
fc2ca376-7325-5306-9d83-dc8b21fb1815,29b5791e51e7e832,UFC 96: Jackson vs Jardine,2009-03-07,"Columbus, Ohio, USA",10,http://www.ufcstats.com/event-details/29b5791e51e7e832
c5cc7d6a-8996-55bb-9ec2-a6ad6c71e0f4,89b8d1bf1ff09d1d,DREAM 7: Featherweight Grand Prix 2009 1st Round,2009-03-08,"Saitama, Japan",9,http://www.ufcstats.com/event-details/89b8d1bf1ff09d1d
f28bf9bb-d6d0-53d2-ae4c-6c87ad3f8cb0,75bbd2206a15319f,Sengoku - Seventh Battle,2009-03-20,"Tokyo, Japan",1,http://www.ufcstats.com/event-details/75bbd2206a15319f
39943518-f682-5eca-86c3-ce5a459223c8,3c0437fbeda06962,Ultimate Gladiators,2009-03-29,"Nottingham, England, United Kingdom",1,http://www.ufcstats.com/event-details/3c0437fbeda06962
775b91de-e4a3-568c-87c9-e8b6e3128a40,04d5718ed2661e8c,UFC Fight Night: Condit vs Kampmann,2009-04-01,"Nashville, Tennessee, USA",11,http://www.ufcstats.com/event-details/04d5718ed2661e8c
8d1fd61a-1fce-5e79-86ff-e6e16b35020b,513c6f1715e547a8,DREAM 8: Welterweight Grand Prix 2009 1st Round,2009-04-05,"Nagoya, Aichi, Japan",10,http://www.ufcstats.com/event-details/513c6f1715e547a8
6c182f8d-6a52-5e8a-aa6e-427cd1adb1ef,50cc91ce2982785d,WEC 40: Torres vs. Mizugaki,2009-04-05,"Chicago, Illinois, USA",10,http://www.ufcstats.com/event-details/50cc91ce2982785d
e2915131-af1a-5ffd-a305-fa7fad7a9a59,7215953cd5c6254d,Strikeforce - Shamrock vs. Diaz,2009-04-11,"San Jose, California, USA",10,http://www.ufcstats.com/event-details/7215953cd5c6254d
8b501a3d-635b-51e6-89f1-fe6e44c34c74,1652f3213655b935,UFC 97: Redemption,2009-04-18,"Montreal, Quebec, Canada",12,http://www.ufcstats.com/event-details/1652f3213655b935
bef31754-014a-5fbb-8604-2fcfff0d2796,cd12227edd3f134b,WFC 8: D-Day,2009-04-18,"Ljubljana, Slovenia",1,http://www.ufcstats.com/event-details/cd12227edd3f134b
69844ce3-612b-50c1-9c71-1b8a154f318e,cd7bafbeee1f29a0,Jungle Fight 13,2009-05-09,"Fortaleza, Ceara, Brazil",1,http://www.ufcstats.com/event-details/cd7bafbeee1f29a0
aa15b876-76c6-5399-9b21-6c5176d3cdc3,8ddf9c51c5fdea75,Strikeforce Challengers 1,2009-05-15,"Fresno, California, USA",9,http://www.ufcstats.com/event-details/8ddf9c51c5fdea75
c12c0d0b-d9a3-534a-aa3f-17c056a61c1c,c4b6099f0d25f75e,UFC 98: Evans vs Machida,2009-05-23,"Las Vegas, Nevada, USA",11,http://www.ufcstats.com/event-details/c4b6099f0d25f75e
91ba0f0a-7151-502b-b188-6019c7d1aeca,60029bcf496bd707,DREAM 9: Featherweight Grand Prix 2009 2nd Round,2009-05-26,"Yokohama, Kanagawa, Japan",10,http://www.ufcstats.com/event-details/60029bcf496bd707
55d0878a-40ce-5e2c-a144-7671c1e9c917,9fa3bd637edd9aa2,Strikeforce - Lawler vs. Shields,2009-06-06,"St. Louis, Missouri, USA",11,http://www.ufcstats.com/event-details/9fa3bd637edd9aa2
7114cea6-87e1-5ecf-8ccb-c62e9f6bc915,5eedbf1e9601be35,WEC 41: Brown vs. Faber 2,2009-06-07,"Sacramento, California, USA",10,http://www.ufcstats.com/event-details/5eedbf1e9601be35
f4a239ec-fb42-5768-9cbc-f17cde1f9253,cb6783c39c01d896,UFC 99: The Comeback,2009-06-13,"Cologne, North Rhine-Westphalia, Germany",12,http://www.ufcstats.com/event-details/cb6783c39c01d896
1b957367-3114-5761-8840-580206066350,56b8b24f65f9f057,Strikeforce Challengers 2,2009-06-19,"Kent, Washington, USA",11,http://www.ufcstats.com/event-details/56b8b24f65f9f057
e6ee2f0a-0a2f-5e72-b8db-b2fba007ffaa,4908c5ee68a50ee5,The Ultimate Fighter: United States vs. United Kingdom Finale,2009-06-20,"Las Vegas, Nevada, USA",10,http://www.ufcstats.com/event-details/4908c5ee68a50ee5
0c400197-7ee4-572c-bdf8-013442955fd0,0ee783aa00e468f0,UFC 100,2009-07-11,"Las Vegas, Nevada, USA",11,http://www.ufcstats.com/event-details/0ee783aa00e468f0
ac9c64b8-dea2-5ca3-8cf5-c5167422f67b,6ef58dabef8beb15,DREAM 10: Welterweight Grand Prix 2009 Final Round,2009-07-20,"Saitama, Japan",8,http://www.ufcstats.com/event-details/6ef58dabef8beb15
d5906bdf-6d5a-5edd-90b4-b1c01255ec0b,48d1f690b763934c,UFC 101: Declaration,2009-08-08,"Philadelphia, Pennsylvania, USA",11,http://www.ufcstats.com/event-details/48d1f690b763934c
d57280fd-4054-5be9-a3f0-4886041f5d61,d26934530dc5b248,WEC 42: Torres vs. Bowles,2009-08-09,"Las Vegas, Nevada, USA",11,http://www.ufcstats.com/event-details/d26934530dc5b248
f480e370-6969-5e15-8160-09d5e66b1bd7,6da99156486ed6c2,Strikeforce - Carano vs. Cyborg,2009-08-15,"San Jose, California, USA",9,http://www.ufcstats.com/event-details/6da99156486ed6c2
8e2694ca-155e-5367-b9ef-c277b5cc6637,0359313549d230a1,M-1 Global - Breakthrough,2009-08-28,"Kansas City, Kansas, USA",1,http://www.ufcstats.com/event-details/0359313549d230a1
36e9f669-f087-5c15-82f7-b4af4445f2ee,c6a33ff198aaaeeb,UFC 102: Couture vs Nogueira,2009-08-29,"Portland, Oregon, USA",11,http://www.ufcstats.com/event-details/c6a33ff198aaaeeb
81b4e2f9-e2fd-51a6-ad44-86b6566f0e8c,a8ea84cbe1655f0a,UFC Fight Night: Diaz vs Guillard,2009-09-16,"Oklahoma City, Oklahoma, USA",10,http://www.ufcstats.com/event-details/a8ea84cbe1655f0a
d0c4589a-7e6a-55b7-a8fa-179bf7ea5b19,896c322f56b8be5a,UFC 103: Franklin vs Belfort,2009-09-19,"Dallas, Texas, USA",13,http://www.ufcstats.com/event-details/896c322f56b8be5a
635cccfd-6e48-5755-842e-9dfb58b3167d,8c3f3c43c8ceb778,Strikeforce Challengers 3,2009-09-25,"Tulsa, Oklahoma, USA",11,http://www.ufcstats.com/event-details/8c3f3c43c8ceb778
cbba4a6c-a635-5a73-96be-65b27f6f21f3,d43a048a880efdff,DREAM 11: Featherweight Grand Prix 2009 Final Round,2009-10-06,"Yokohama, Kanagawa, Japan",9,http://www.ufcstats.com/event-details/d43a048a880efdff
be2a6e99-bc3f-5544-a004-fedcac9261c1,ccba80d4820ef557,WEC 43: Cerrone vs. Henderson,2009-10-10,"San Antonio, Texas, USA",10,http://www.ufcstats.com/event-details/ccba80d4820ef557
7c35e6af-cb5f-5196-9d65-49b10356fa73,4d44f37107f01b9b,Ultimate Glory 11: A Decade of Fights,2009-10-17,"Amsterdam, Noord-Holland, Netherlands",1,http://www.ufcstats.com/event-details/4d44f37107f01b9b
9b928ed8-4097-5de3-a714-9ffc3085b9e2,7c0847d3854a95f2,UFC 104: Machida vs Shogun,2009-10-24,"Los Angeles, California, USA",11,http://www.ufcstats.com/event-details/7c0847d3854a95f2
18a93406-8397-5063-b928-93c6a75a2d1a,da97d6c97d09c030,DREAM 12,2009-10-25,"Osaka, Japan",9,http://www.ufcstats.com/event-details/da97d6c97d09c030
f3d165bb-e60d-5a85-90d9-44d859271bd7,93ce4ac89e3d7652,Strikeforce Challengers 4,2009-11-06,"Fresno, California, USA",9,http://www.ufcstats.com/event-details/93ce4ac89e3d7652
1a00e6fe-e563-5be1-8187-4062a1e8413a,42078a86d3dd037b,Strikeforce - Fedor vs. Rogers,2009-11-07,"Hoffman Estates, Illinois, USA",9,http://www.ufcstats.com/event-details/42078a86d3dd037b
9ec470fd-2b01-5843-8276-4d8096c88bdc,fa8b9e6b0c2269f8,UFC 105: Couture vs Vera,2009-11-14,"Manchester, England, United Kingdom",11,http://www.ufcstats.com/event-details/fa8b9e6b0c2269f8
1febbde4-da47-551b-bcc7-fc9250ed56be,a95a0504fd73bd3e,WEC 44: Brown vs. Aldo,2009-11-18,"Las Vegas, Nevada, USA",10,http://www.ufcstats.com/event-details/a95a0504fd73bd3e
92313238-9f97-5da6-a6e1-4df978a52ab2,725a834930c2b5bf,Strikeforce Challengers 5,2009-11-20,"Kansas City, Kansas, USA",11,http://www.ufcstats.com/event-details/725a834930c2b5bf
791316e3-d34f-55c9-b78e-7cf78dbfc5d4,84a067c46306a737,UFC 106: Ortiz vs Griffin 2,2009-11-21,"Las Vegas, Nevada, USA",10,http://www.ufcstats.com/event-details/84a067c46306a737
c036d1ac-88ba-59b9-986c-75bb776e07a0,91d73ee59347ac16,The Ultimate Fighter: Heavyweights Finale,2009-12-05,"Las Vegas, Nevada, USA",10,http://www.ufcstats.com/event-details/91d73ee59347ac16
6d004992-c31c-572b-9d34-5907755f21b0,821cd80aab70d5f9,UFC 107: Penn vs Sanchez,2009-12-12,"Memphis, Tennessee, USA",11,http://www.ufcstats.com/event-details/821cd80aab70d5f9
45f558f9-9b59-5d12-a625-d80fc77dec94,ff2c606c8bc365e3,Strikeforce - Evolution,2009-12-19,"San Jose, California, USA",7,http://www.ufcstats.com/event-details/ff2c606c8bc365e3
cb9cceb8-3003-5b2e-b1b8-7ca9efe129da,31123249b0bbf52e,WEC 45: Cerrone vs. Ratcliff,2009-12-19,"Las Vegas, Nevada, USA",10,http://www.ufcstats.com/event-details/31123249b0bbf52e
29655b24-6cda-5f2f-9067-3317bb305d50,cbf94e4c4af4ff6d,Dynamite!! 2009,2009-12-31,"Saitama, Japan",12,http://www.ufcstats.com/event-details/cbf94e4c4af4ff6d
2e345a35-6ac8-5e82-818a-78d8d4c4cbc0,a6d8bfe9e0c8153b,UFC 108: Evans vs Silva,2010-01-02,"Las Vegas, Nevada, USA",10,http://www.ufcstats.com/event-details/a6d8bfe9e0c8153b
2fc1021d-2eb8-529f-846a-a063cbe1877c,9583662df31d943f,WEC 46: Varner vs. Henderson,2010-01-10,"Sacramento, California, USA",10,http://www.ufcstats.com/event-details/9583662df31d943f
205335ab-ae0c-52e0-9726-08946ded5d96,58bc81376286b3d3,UFC Fight Night: Maynard vs Diaz,2010-01-11,"Fairfax, Virginia, USA",11,http://www.ufcstats.com/event-details/58bc81376286b3d3
022ab714-83c0-59fa-97d9-d7b37f4420c2,f2c8ebbeafd45f2b,Strikeforce - Miami,2010-01-30,"Miami, Florida, USA",12,http://www.ufcstats.com/event-details/f2c8ebbeafd45f2b
1d80563a-f114-5d21-8092-2a855d315aed,15edcf67ccf5be84,UFC 109: Relentless,2010-02-06,"Las Vegas, Nevada, USA",11,http://www.ufcstats.com/event-details/15edcf67ccf5be84
8099bb74-b452-5f03-84e1-7a977f4b53f8,49efbdc6c9f650c4,UFC 110: Nogueira vs Velasquez,2010-02-20,"Sydney, New South Wales, Australia",9,http://www.ufcstats.com/event-details/49efbdc6c9f650c4
be18cc40-e88c-5c0b-a531-273ffdab2b77,d0d7160824278840,Strikeforce Challengers 6,2010-02-26,"San Jose, California, USA",6,http://www.ufcstats.com/event-details/d0d7160824278840
